JKV_AZONOSITO,SZAVAZOKOR,JELOLT,SZAVAZAT,TIPUS,LISTA
65779,02_072_001,,7,LISTAS,LMP
65779,02_072_001,,3,LISTAS,KIS_SZOCDEM
65779,02_072_001,,0,LISTAS,KIS_NEMELADO
65779,02_072_001,,0,LISTAS,KIS_EGYUTT14
65779,02_072_001,,0,LISTAS,KIS_KISGAZDA
65779,02_072_001,,0,LISTAS,KIS_JESZ
65779,02_072_001,,0,LISTAS,KIS_KTI
65779,02_072_001,,0,LISTAS,KIS_MCP
65779,02_072_001,,0,LISTAS,KIS_MUNKAS
65779,02_072_001,,0,LISTAS,KIS_OSSZEFOGAS
65779,02_072_001,,0,LISTAS,KIS_SEM
65779,02_072_001,,0,LISTAS,KIS_SERES
65779,02_072_001,,0,LISTAS,KIS_UDP
65779,02_072_001,,0,LISTAS,KIS_UMP
65779,02_072_001,,0,LISTAS,KIS_ZOLDEKPARJTA
65781,02_073_001,,36,LISTAS,FIDESZ
65781,02_073_001,,28,LISTAS,JOBBIK
65781,02_073_001,,14,LISTAS,OSSZEFOGAS14
65781,02_073_001,,2,LISTAS,LMP
65781,02_073_001,,0,LISTAS,KIS_NEMELADO
65781,02_073_001,,0,LISTAS,KIS_EGYUTT14
65781,02_073_001,,0,LISTAS,KIS_KISGAZDA
65781,02_073_001,,0,LISTAS,KIS_JESZ
65781,02_073_001,,0,LISTAS,KIS_KTI
65781,02_073_001,,0,LISTAS,KIS_MCP
65781,02_073_001,,0,LISTAS,KIS_MUNKAS
65781,02_073_001,,0,LISTAS,KIS_OSSZEFOGAS
65781,02_073_001,,0,LISTAS,KIS_SEM
65781,02_073_001,,0,LISTAS,KIS_SERES
65781,02_073_001,,0,LISTAS,KIS_SZOCDEM
65781,02_073_001,,0,LISTAS,KIS_UDP
65781,02_073_001,,0,LISTAS,KIS_UMP
65781,02_073_001,,0,LISTAS,KIS_ZOLDEKPARJTA
65783,02_074_001,,34,LISTAS,FIDESZ
65783,02_074_001,,17,LISTAS,JOBBIK
65783,02_074_001,,15,LISTAS,OSSZEFOGAS14
65783,02_074_001,,6,LISTAS,LMP
65783,02_074_001,,1,LISTAS,KIS_NEMELADO
65783,02_074_001,,0,LISTAS,KIS_EGYUTT14
65783,02_074_001,,0,LISTAS,KIS_KISGAZDA
65783,02_074_001,,0,LISTAS,KIS_JESZ
65783,02_074_001,,0,LISTAS,KIS_KTI
65783,02_074_001,,0,LISTAS,KIS_MCP
65783,02_074_001,,0,LISTAS,KIS_MUNKAS
65783,02_074_001,,0,LISTAS,KIS_OSSZEFOGAS
65783,02_074_001,,0,LISTAS,KIS_SEM
65783,02_074_001,,0,LISTAS,KIS_SERES
65783,02_074_001,,0,LISTAS,KIS_SZOCDEM
65783,02_074_001,,0,LISTAS,KIS_UDP
65783,02_074_001,,0,LISTAS,KIS_UMP
65783,02_074_001,,0,LISTAS,KIS_ZOLDEKPARJTA
66197,02_075_001,,23,LISTAS,FIDESZ
66197,02_075_001,,18,LISTAS,OSSZEFOGAS14
66197,02_075_001,,9,LISTAS,JOBBIK
66197,02_075_001,,3,LISTAS,KIS_MUNKAS
66197,02_075_001,,2,LISTAS,LMP
66197,02_075_001,,1,LISTAS,KIS_OSSZEFOGAS
66197,02_075_001,,0,LISTAS,KIS_NEMELADO
66197,02_075_001,,0,LISTAS,KIS_EGYUTT14
66197,02_075_001,,0,LISTAS,KIS_KISGAZDA
66197,02_075_001,,0,LISTAS,KIS_JESZ
66197,02_075_001,,0,LISTAS,KIS_KTI
66197,02_075_001,,0,LISTAS,KIS_MCP
66197,02_075_001,,0,LISTAS,KIS_SEM
66197,02_075_001,,0,LISTAS,KIS_SERES
66197,02_075_001,,0,LISTAS,KIS_SZOCDEM
66197,02_075_001,,0,LISTAS,KIS_UDP
66197,02_075_001,,0,LISTAS,KIS_UMP
66197,02_075_001,,0,LISTAS,KIS_ZOLDEKPARJTA
66199,02_076_001,,152,LISTAS,FIDESZ
66199,02_076_001,,141,LISTAS,OSSZEFOGAS14
66199,02_076_001,,43,LISTAS,JOBBIK
66199,02_076_001,,13,LISTAS,LMP
66199,02_076_001,,4,LISTAS,KIS_EGYUTT14
66199,02_076_001,,2,LISTAS,KIS_NEMELADO
66199,02_076_001,,1,LISTAS,KIS_KTI
66199,02_076_001,,1,LISTAS,KIS_MUNKAS
66199,02_076_001,,1,LISTAS,KIS_SEM
66199,02_076_001,,1,LISTAS,KIS_UMP
66199,02_076_001,,1,LISTAS,KIS_ZOLDEKPARJTA
66199,02_076_001,,0,LISTAS,KIS_KISGAZDA
66199,02_076_001,,0,LISTAS,KIS_JESZ
66199,02_076_001,,0,LISTAS,KIS_MCP
66199,02_076_001,,0,LISTAS,KIS_OSSZEFOGAS
66199,02_076_001,,0,LISTAS,KIS_SERES
66199,02_076_001,,0,LISTAS,KIS_SZOCDEM
66199,02_076_001,,0,LISTAS,KIS_UDP
66201,02_077_001,,41,LISTAS,FIDESZ
66201,02_077_001,,34,LISTAS,JOBBIK
66201,02_077_001,,30,LISTAS,OSSZEFOGAS14
66201,02_077_001,,15,LISTAS,KIS_KISGAZDA
66201,02_077_001,,6,LISTAS,LMP
66201,02_077_001,,4,LISTAS,KIS_NEMELADO
66201,02_077_001,,3,LISTAS,KIS_MUNKAS
66201,02_077_001,,1,LISTAS,KIS_KTI
66201,02_077_001,,1,LISTAS,KIS_ZOLDEKPARJTA
66201,02_077_001,,0,LISTAS,KIS_EGYUTT14
66201,02_077_001,,0,LISTAS,KIS_JESZ
66201,02_077_001,,0,LISTAS,KIS_MCP
66201,02_077_001,,0,LISTAS,KIS_OSSZEFOGAS
66201,02_077_001,,0,LISTAS,KIS_SEM
66201,02_077_001,,0,LISTAS,KIS_SERES
66201,02_077_001,,0,LISTAS,KIS_SZOCDEM
66201,02_077_001,,0,LISTAS,KIS_UDP
66201,02_077_001,,0,LISTAS,KIS_UMP
66203,02_078_001,,100,LISTAS,FIDESZ
66203,02_078_001,,45,LISTAS,JOBBIK
66203,02_078_001,,39,LISTAS,OSSZEFOGAS14
66203,02_078_001,,3,LISTAS,LMP
66203,02_078_001,,1,LISTAS,KIS_NEMELADO
66203,02_078_001,,1,LISTAS,KIS_MCP
66203,02_078_001,,0,LISTAS,KIS_EGYUTT14
66203,02_078_001,,0,LISTAS,KIS_KISGAZDA
66203,02_078_001,,0,LISTAS,KIS_JESZ
66203,02_078_001,,0,LISTAS,KIS_KTI
66203,02_078_001,,0,LISTAS,KIS_MUNKAS
66203,02_078_001,,0,LISTAS,KIS_OSSZEFOGAS
66203,02_078_001,,0,LISTAS,KIS_SEM
66203,02_078_001,,0,LISTAS,KIS_SERES
66203,02_078_001,,0,LISTAS,KIS_SZOCDEM
66203,02_078_001,,0,LISTAS,KIS_UDP
66203,02_078_001,,0,LISTAS,KIS_UMP
66203,02_078_001,,0,LISTAS,KIS_ZOLDEKPARJTA
65785,02_079_001,,106,LISTAS,FIDESZ
65785,02_079_001,,54,LISTAS,OSSZEFOGAS14
65785,02_079_001,,31,LISTAS,JOBBIK
65785,02_079_001,,12,LISTAS,LMP
65785,02_079_001,,3,LISTAS,KIS_MUNKAS
65785,02_079_001,,2,LISTAS,KIS_NEMELADO
65785,02_079_001,,2,LISTAS,KIS_EGYUTT14
65785,02_079_001,,2,LISTAS,KIS_KTI
65785,02_079_001,,1,LISTAS,KIS_SERES
65785,02_079_001,,1,LISTAS,KIS_UDP
65785,02_079_001,,1,LISTAS,KIS_ZOLDEKPARJTA
65785,02_079_001,,0,LISTAS,KIS_KISGAZDA
65785,02_079_001,,0,LISTAS,KIS_JESZ
65785,02_079_001,,0,LISTAS,KIS_MCP
65785,02_079_001,,0,LISTAS,KIS_OSSZEFOGAS
65785,02_079_001,,0,LISTAS,KIS_SEM
65785,02_079_001,,0,LISTAS,KIS_SZOCDEM
65785,02_079_001,,0,LISTAS,KIS_UMP
65787,02_079_002,,62,LISTAS,FIDESZ
65787,02_079_002,,24,LISTAS,JOBBIK
65787,02_079_002,,20,LISTAS,OSSZEFOGAS14
65787,02_079_002,,1,LISTAS,KIS_NEMELADO
65787,02_079_002,,1,LISTAS,KIS_KTI
65787,02_079_002,,1,LISTAS,LMP
65787,02_079_002,,1,LISTAS,KIS_MUNKAS
65787,02_079_002,,1,LISTAS,KIS_SERES
65787,02_079_002,,1,LISTAS,KIS_SZOCDEM
65787,02_079_002,,0,LISTAS,KIS_EGYUTT14
65787,02_079_002,,0,LISTAS,KIS_KISGAZDA
65787,02_079_002,,0,LISTAS,KIS_JESZ
65787,02_079_002,,0,LISTAS,KIS_MCP
65787,02_079_002,,0,LISTAS,KIS_OSSZEFOGAS
65787,02_079_002,,0,LISTAS,KIS_SEM
65787,02_079_002,,0,LISTAS,KIS_UDP
65787,02_079_002,,0,LISTAS,KIS_UMP
65787,02_079_002,,0,LISTAS,KIS_ZOLDEKPARJTA
66205,02_080_001,,57,LISTAS,FIDESZ
66205,02_080_001,,16,LISTAS,OSSZEFOGAS14
66205,02_080_001,,6,LISTAS,JOBBIK
66205,02_080_001,,4,LISTAS,LMP
66205,02_080_001,,1,LISTAS,KIS_MCP
66205,02_080_001,,1,LISTAS,KIS_MUNKAS
66205,02_080_001,,1,LISTAS,KIS_ZOLDEKPARJTA
66205,02_080_001,,0,LISTAS,KIS_NEMELADO
66205,02_080_001,,0,LISTAS,KIS_EGYUTT14
66205,02_080_001,,0,LISTAS,KIS_KISGAZDA
66205,02_080_001,,0,LISTAS,KIS_JESZ
66205,02_080_001,,0,LISTAS,KIS_KTI
66205,02_080_001,,0,LISTAS,KIS_OSSZEFOGAS
66205,02_080_001,,0,LISTAS,KIS_SEM
66205,02_080_001,,0,LISTAS,KIS_SERES
66205,02_080_001,,0,LISTAS,KIS_SZOCDEM
66205,02_080_001,,0,LISTAS,KIS_UDP
66205,02_080_001,,0,LISTAS,KIS_UMP
66207,02_081_001,,83,LISTAS,FIDESZ
66207,02_081_001,,18,LISTAS,OSSZEFOGAS14
66207,02_081_001,,3,LISTAS,JOBBIK
66207,02_081_001,,2,LISTAS,LMP
66207,02_081_001,,1,LISTAS,KIS_NEMELADO
66207,02_081_001,,1,LISTAS,KIS_MCP
66207,02_081_001,,0,LISTAS,KIS_EGYUTT14
66207,02_081_001,,0,LISTAS,KIS_KISGAZDA
66207,02_081_001,,0,LISTAS,KIS_JESZ
66207,02_081_001,,0,LISTAS,KIS_KTI
66207,02_081_001,,0,LISTAS,KIS_MUNKAS
66207,02_081_001,,0,LISTAS,KIS_OSSZEFOGAS
66207,02_081_001,,0,LISTAS,KIS_SEM
66207,02_081_001,,0,LISTAS,KIS_SERES
66207,02_081_001,,0,LISTAS,KIS_SZOCDEM
66207,02_081_001,,0,LISTAS,KIS_UDP
66207,02_081_001,,0,LISTAS,KIS_UMP
66207,02_081_001,,0,LISTAS,KIS_ZOLDEKPARJTA
66209,02_082_001,,47,LISTAS,FIDESZ
66209,02_082_001,,27,LISTAS,OSSZEFOGAS14
66209,02_082_001,,11,LISTAS,JOBBIK
66209,02_082_001,,2,LISTAS,LMP
66209,02_082_001,,1,LISTAS,KIS_MCP
66209,02_082_001,,1,LISTAS,KIS_MUNKAS
66209,02_082_001,,1,LISTAS,KIS_ZOLDEKPARJTA
66209,02_082_001,,0,LISTAS,KIS_NEMELADO
66209,02_082_001,,0,LISTAS,KIS_EGYUTT14
66209,02_082_001,,0,LISTAS,KIS_KISGAZDA
66209,02_082_001,,0,LISTAS,KIS_JESZ
66209,02_082_001,,0,LISTAS,KIS_KTI
66209,02_082_001,,0,LISTAS,KIS_OSSZEFOGAS
66209,02_082_001,,0,LISTAS,KIS_SEM
66209,02_082_001,,0,LISTAS,KIS_SERES
66209,02_082_001,,0,LISTAS,KIS_SZOCDEM
66209,02_082_001,,0,LISTAS,KIS_UDP
66209,02_082_001,,0,LISTAS,KIS_UMP
66211,02_083_001,,112,LISTAS,FIDESZ
66211,02_083_001,,59,LISTAS,JOBBIK
66211,02_083_001,,35,LISTAS,OSSZEFOGAS14
66211,02_083_001,,3,LISTAS,KIS_JESZ
66211,02_083_001,,3,LISTAS,KIS_ZOLDEKPARJTA
66211,02_083_001,,2,LISTAS,KIS_KTI
66211,02_083_001,,2,LISTAS,LMP
66211,02_083_001,,1,LISTAS,KIS_EGYUTT14
66211,02_083_001,,0,LISTAS,KIS_NEMELADO
66211,02_083_001,,0,LISTAS,KIS_KISGAZDA
66211,02_083_001,,0,LISTAS,KIS_MCP
66211,02_083_001,,0,LISTAS,KIS_MUNKAS
66211,02_083_001,,0,LISTAS,KIS_OSSZEFOGAS
66211,02_083_001,,0,LISTAS,KIS_SEM
66211,02_083_001,,0,LISTAS,KIS_SERES
66211,02_083_001,,0,LISTAS,KIS_SZOCDEM
66211,02_083_001,,0,LISTAS,KIS_UDP
66211,02_083_001,,0,LISTAS,KIS_UMP
66213,02_083_002,,69,LISTAS,FIDESZ
66213,02_083_002,,27,LISTAS,JOBBIK
66213,02_083_002,,8,LISTAS,OSSZEFOGAS14
66213,02_083_002,,1,LISTAS,KIS_JESZ
66213,02_083_002,,1,LISTAS,LMP
66213,02_083_002,,1,LISTAS,KIS_SEM
66213,02_083_002,,0,LISTAS,KIS_NEMELADO
66213,02_083_002,,0,LISTAS,KIS_EGYUTT14
66213,02_083_002,,0,LISTAS,KIS_KISGAZDA
66213,02_083_002,,0,LISTAS,KIS_KTI
66213,02_083_002,,0,LISTAS,KIS_MCP
66213,02_083_002,,0,LISTAS,KIS_MUNKAS
66213,02_083_002,,0,LISTAS,KIS_OSSZEFOGAS
66213,02_083_002,,0,LISTAS,KIS_SERES
66213,02_083_002,,0,LISTAS,KIS_SZOCDEM
66213,02_083_002,,0,LISTAS,KIS_UDP
66213,02_083_002,,0,LISTAS,KIS_UMP
66213,02_083_002,,0,LISTAS,KIS_ZOLDEKPARJTA
66215,02_084_001,,136,LISTAS,FIDESZ
66215,02_084_001,,116,LISTAS,OSSZEFOGAS14
66215,02_084_001,,68,LISTAS,JOBBIK
66215,02_084_001,,26,LISTAS,LMP
66215,02_084_001,,5,LISTAS,KIS_NEMELADO
66215,02_084_001,,3,LISTAS,KIS_JESZ
66215,02_084_001,,3,LISTAS,KIS_KTI
66215,02_084_001,,3,LISTAS,KIS_MUNKAS
66215,02_084_001,,2,LISTAS,KIS_ZOLDEKPARJTA
66215,02_084_001,,1,LISTAS,KIS_KISGAZDA
66215,02_084_001,,1,LISTAS,KIS_OSSZEFOGAS
66215,02_084_001,,1,LISTAS,KIS_SERES
66215,02_084_001,,1,LISTAS,KIS_SZOCDEM
66215,02_084_001,,0,LISTAS,KIS_EGYUTT14
66215,02_084_001,,0,LISTAS,KIS_MCP
66215,02_084_001,,0,LISTAS,KIS_SEM
66215,02_084_001,,0,LISTAS,KIS_UDP
66215,02_084_001,,0,LISTAS,KIS_UMP
66217,02_084_002,,105,LISTAS,FIDESZ
66217,02_084_002,,67,LISTAS,OSSZEFOGAS14
66217,02_084_002,,61,LISTAS,JOBBIK
66217,02_084_002,,18,LISTAS,KIS_NEMELADO
66217,02_084_002,,8,LISTAS,LMP
66217,02_084_002,,3,LISTAS,KIS_SZOCDEM
66217,02_084_002,,2,LISTAS,KIS_MCP
66217,02_084_002,,2,LISTAS,KIS_SEM
66217,02_084_002,,1,LISTAS,KIS_KISGAZDA
66217,02_084_002,,1,LISTAS,KIS_MUNKAS
66217,02_084_002,,1,LISTAS,KIS_SERES
66217,02_084_002,,1,LISTAS,KIS_UDP
66217,02_084_002,,1,LISTAS,KIS_ZOLDEKPARJTA
66217,02_084_002,,0,LISTAS,KIS_EGYUTT14
66217,02_084_002,,0,LISTAS,KIS_JESZ
66217,02_084_002,,0,LISTAS,KIS_KTI
66217,02_084_002,,0,LISTAS,KIS_OSSZEFOGAS
66217,02_084_002,,0,LISTAS,KIS_UMP
66219,02_084_003,,15,LISTAS,FIDESZ
66219,02_084_003,,14,LISTAS,OSSZEFOGAS14
66219,02_084_003,,11,LISTAS,JOBBIK
66219,02_084_003,,3,LISTAS,LMP
66219,02_084_003,,2,LISTAS,KIS_NEMELADO
66219,02_084_003,,1,LISTAS,KIS_EGYUTT14
66219,02_084_003,,1,LISTAS,KIS_UDP
66219,02_084_003,,0,LISTAS,KIS_KISGAZDA
66219,02_084_003,,0,LISTAS,KIS_JESZ
66219,02_084_003,,0,LISTAS,KIS_KTI
66219,02_084_003,,0,LISTAS,KIS_MCP
66219,02_084_003,,0,LISTAS,KIS_MUNKAS
66219,02_084_003,,0,LISTAS,KIS_OSSZEFOGAS
66219,02_084_003,,0,LISTAS,KIS_SEM
66219,02_084_003,,0,LISTAS,KIS_SERES
66219,02_084_003,,0,LISTAS,KIS_SZOCDEM
66219,02_084_003,,0,LISTAS,KIS_UMP
66219,02_084_003,,0,LISTAS,KIS_ZOLDEKPARJTA
65789,02_085_001,,66,LISTAS,FIDESZ
65789,02_085_001,,29,LISTAS,OSSZEFOGAS14
65789,02_085_001,,24,LISTAS,JOBBIK
65789,02_085_001,,2,LISTAS,LMP
65789,02_085_001,,1,LISTAS,KIS_NEMELADO
65789,02_085_001,,1,LISTAS,KIS_EGYUTT14
65789,02_085_001,,1,LISTAS,KIS_MUNKAS
65789,02_085_001,,0,LISTAS,KIS_KISGAZDA
65789,02_085_001,,0,LISTAS,KIS_JESZ
65789,02_085_001,,0,LISTAS,KIS_KTI
65789,02_085_001,,0,LISTAS,KIS_MCP
65789,02_085_001,,0,LISTAS,KIS_OSSZEFOGAS
65789,02_085_001,,0,LISTAS,KIS_SEM
65789,02_085_001,,0,LISTAS,KIS_SERES
65789,02_085_001,,0,LISTAS,KIS_SZOCDEM
65789,02_085_001,,0,LISTAS,KIS_UDP
65789,02_085_001,,0,LISTAS,KIS_UMP
65789,02_085_001,,0,LISTAS,KIS_ZOLDEKPARJTA
65401,02_086_001,,142,LISTAS,FIDESZ
65401,02_086_001,,55,LISTAS,OSSZEFOGAS14
65401,02_086_001,,54,LISTAS,JOBBIK
65401,02_086_001,,20,LISTAS,LMP
65401,02_086_001,,7,LISTAS,KIS_JESZ
65401,02_086_001,,5,LISTAS,KIS_EGYUTT14
65401,02_086_001,,4,LISTAS,KIS_KTI
65401,02_086_001,,4,LISTAS,KIS_ZOLDEKPARJTA
65401,02_086_001,,2,LISTAS,KIS_OSSZEFOGAS
65401,02_086_001,,1,LISTAS,KIS_NEMELADO
65401,02_086_001,,1,LISTAS,KIS_MUNKAS
65401,02_086_001,,1,LISTAS,KIS_SEM
65401,02_086_001,,0,LISTAS,KIS_KISGAZDA
65401,02_086_001,,0,LISTAS,KIS_MCP
65401,02_086_001,,0,LISTAS,KIS_SERES
65401,02_086_001,,0,LISTAS,KIS_SZOCDEM
65401,02_086_001,,0,LISTAS,KIS_UDP
65401,02_086_001,,0,LISTAS,KIS_UMP
66221,02_087_001,,32,LISTAS,FIDESZ
66221,02_087_001,,11,LISTAS,OSSZEFOGAS14
66221,02_087_001,,7,LISTAS,JOBBIK
66221,02_087_001,,4,LISTAS,KIS_MUNKAS
66221,02_087_001,,1,LISTAS,KIS_KISGAZDA
66221,02_087_001,,0,LISTAS,KIS_NEMELADO
66221,02_087_001,,0,LISTAS,KIS_EGYUTT14
66221,02_087_001,,0,LISTAS,KIS_JESZ
66221,02_087_001,,0,LISTAS,KIS_KTI
66221,02_087_001,,0,LISTAS,LMP
66221,02_087_001,,0,LISTAS,KIS_MCP
66221,02_087_001,,0,LISTAS,KIS_OSSZEFOGAS
66221,02_087_001,,0,LISTAS,KIS_SEM
66221,02_087_001,,0,LISTAS,KIS_SERES
66221,02_087_001,,0,LISTAS,KIS_SZOCDEM
66221,02_087_001,,0,LISTAS,KIS_UDP
66221,02_087_001,,0,LISTAS,KIS_UMP
66221,02_087_001,,0,LISTAS,KIS_ZOLDEKPARJTA
66223,02_088_001,,51,LISTAS,FIDESZ
66223,02_088_001,,17,LISTAS,JOBBIK
66223,02_088_001,,16,LISTAS,OSSZEFOGAS14
66223,02_088_001,,2,LISTAS,KIS_EGYUTT14
66223,02_088_001,,0,LISTAS,KIS_NEMELADO
66223,02_088_001,,0,LISTAS,KIS_KISGAZDA
66223,02_088_001,,0,LISTAS,KIS_JESZ
66223,02_088_001,,0,LISTAS,KIS_KTI
66223,02_088_001,,0,LISTAS,LMP
66223,02_088_001,,0,LISTAS,KIS_MCP
66223,02_088_001,,0,LISTAS,KIS_MUNKAS
66223,02_088_001,,0,LISTAS,KIS_OSSZEFOGAS
66223,02_088_001,,0,LISTAS,KIS_SEM
66223,02_088_001,,0,LISTAS,KIS_SERES
66223,02_088_001,,0,LISTAS,KIS_SZOCDEM
66223,02_088_001,,0,LISTAS,KIS_UDP
66223,02_088_001,,0,LISTAS,KIS_UMP
66223,02_088_001,,0,LISTAS,KIS_ZOLDEKPARJTA
66225,02_089_001,,185,LISTAS,FIDESZ
66225,02_089_001,,52,LISTAS,JOBBIK
66225,02_089_001,,36,LISTAS,OSSZEFOGAS14
66225,02_089_001,,4,LISTAS,LMP
66225,02_089_001,,2,LISTAS,KIS_NEMELADO
66225,02_089_001,,2,LISTAS,KIS_KTI
66225,02_089_001,,1,LISTAS,KIS_SZOCDEM
66225,02_089_001,,0,LISTAS,KIS_EGYUTT14
66225,02_089_001,,0,LISTAS,KIS_KISGAZDA
66225,02_089_001,,0,LISTAS,KIS_JESZ
66225,02_089_001,,0,LISTAS,KIS_MCP
66225,02_089_001,,0,LISTAS,KIS_MUNKAS
66225,02_089_001,,0,LISTAS,KIS_OSSZEFOGAS
66225,02_089_001,,0,LISTAS,KIS_SEM
66225,02_089_001,,0,LISTAS,KIS_SERES
66225,02_089_001,,0,LISTAS,KIS_UDP
66225,02_089_001,,0,LISTAS,KIS_UMP
66225,02_089_001,,0,LISTAS,KIS_ZOLDEKPARJTA
66227,02_089_002,,287,LISTAS,FIDESZ
66227,02_089_002,,119,LISTAS,JOBBIK
66227,02_089_002,,89,LISTAS,OSSZEFOGAS14
66227,02_089_002,,17,LISTAS,LMP
66227,02_089_002,,11,LISTAS,KIS_NEMELADO
66227,02_089_002,,5,LISTAS,KIS_EGYUTT14
66227,02_089_002,,2,LISTAS,KIS_KISGAZDA
66227,02_089_002,,2,LISTAS,KIS_ZOLDEKPARJTA
66227,02_089_002,,1,LISTAS,KIS_JESZ
66227,02_089_002,,1,LISTAS,KIS_KTI
66227,02_089_002,,1,LISTAS,KIS_MUNKAS
66227,02_089_002,,1,LISTAS,KIS_OSSZEFOGAS
66227,02_089_002,,1,LISTAS,KIS_SEM
66227,02_089_002,,1,LISTAS,KIS_SZOCDEM
66227,02_089_002,,0,LISTAS,KIS_MCP
66227,02_089_002,,0,LISTAS,KIS_SERES
66227,02_089_002,,0,LISTAS,KIS_UDP
66227,02_089_002,,0,LISTAS,KIS_UMP
66229,02_089_003,,298,LISTAS,FIDESZ
66229,02_089_003,,130,LISTAS,OSSZEFOGAS14
66229,02_089_003,,92,LISTAS,JOBBIK
66229,02_089_003,,17,LISTAS,LMP
66229,02_089_003,,7,LISTAS,KIS_NEMELADO
66229,02_089_003,,2,LISTAS,KIS_JESZ
66229,02_089_003,,2,LISTAS,KIS_MCP
66229,02_089_003,,2,LISTAS,KIS_MUNKAS
66229,02_089_003,,2,LISTAS,KIS_SERES
66229,02_089_003,,1,LISTAS,KIS_KISGAZDA
66229,02_089_003,,1,LISTAS,KIS_SZOCDEM
66229,02_089_003,,0,LISTAS,KIS_EGYUTT14
66229,02_089_003,,0,LISTAS,KIS_KTI
66229,02_089_003,,0,LISTAS,KIS_OSSZEFOGAS
66229,02_089_003,,0,LISTAS,KIS_SEM
66229,02_089_003,,0,LISTAS,KIS_UDP
66229,02_089_003,,0,LISTAS,KIS_UMP
66229,02_089_003,,0,LISTAS,KIS_ZOLDEKPARJTA
66231,02_089_004,,330,LISTAS,FIDESZ
66231,02_089_004,,151,LISTAS,OSSZEFOGAS14
66231,02_089_004,,119,LISTAS,JOBBIK
66231,02_089_004,,21,LISTAS,LMP
66231,02_089_004,,10,LISTAS,KIS_NEMELADO
66231,02_089_004,,3,LISTAS,KIS_ZOLDEKPARJTA
66231,02_089_004,,2,LISTAS,KIS_MUNKAS
66231,02_089_004,,1,LISTAS,KIS_KISGAZDA
66231,02_089_004,,1,LISTAS,KIS_JESZ
66231,02_089_004,,1,LISTAS,KIS_KTI
66231,02_089_004,,1,LISTAS,KIS_OSSZEFOGAS
66231,02_089_004,,1,LISTAS,KIS_SZOCDEM
66231,02_089_004,,0,LISTAS,KIS_EGYUTT14
66231,02_089_004,,0,LISTAS,KIS_MCP
66231,02_089_004,,0,LISTAS,KIS_SEM
66231,02_089_004,,0,LISTAS,KIS_SERES
66231,02_089_004,,0,LISTAS,KIS_UDP
66231,02_089_004,,0,LISTAS,KIS_UMP
65147,02_090_001,,93,LISTAS,FIDESZ
65147,02_090_001,,34,LISTAS,OSSZEFOGAS14
65147,02_090_001,,24,LISTAS,JOBBIK
65147,02_090_001,,5,LISTAS,KIS_SERES
65147,02_090_001,,2,LISTAS,LMP
65147,02_090_001,,1,LISTAS,KIS_EGYUTT14
65147,02_090_001,,1,LISTAS,KIS_KTI
65147,02_090_001,,1,LISTAS,KIS_ZOLDEKPARJTA
65147,02_090_001,,0,LISTAS,KIS_NEMELADO
65147,02_090_001,,0,LISTAS,KIS_KISGAZDA
65147,02_090_001,,0,LISTAS,KIS_JESZ
65147,02_090_001,,0,LISTAS,KIS_MCP
65147,02_090_001,,0,LISTAS,KIS_MUNKAS
65147,02_090_001,,0,LISTAS,KIS_OSSZEFOGAS
65147,02_090_001,,0,LISTAS,KIS_SEM
65147,02_090_001,,0,LISTAS,KIS_SZOCDEM
65147,02_090_001,,0,LISTAS,KIS_UDP
65147,02_090_001,,0,LISTAS,KIS_UMP
65791,02_091_001,,24,LISTAS,JOBBIK
65791,02_091_001,,22,LISTAS,OSSZEFOGAS14
65791,02_091_001,,21,LISTAS,FIDESZ
65791,02_091_001,,5,LISTAS,LMP
65791,02_091_001,,3,LISTAS,KIS_SZOCDEM
65791,02_091_001,,1,LISTAS,KIS_KISGAZDA
65791,02_091_001,,1,LISTAS,KIS_JESZ
65791,02_091_001,,1,LISTAS,KIS_UDP
65791,02_091_001,,0,LISTAS,KIS_NEMELADO
65791,02_091_001,,0,LISTAS,KIS_EGYUTT14
65791,02_091_001,,0,LISTAS,KIS_KTI
65791,02_091_001,,0,LISTAS,KIS_MCP
65791,02_091_001,,0,LISTAS,KIS_MUNKAS
65791,02_091_001,,0,LISTAS,KIS_OSSZEFOGAS
65791,02_091_001,,0,LISTAS,KIS_SEM
65791,02_091_001,,0,LISTAS,KIS_SERES
65791,02_091_001,,0,LISTAS,KIS_UMP
65791,02_091_001,,0,LISTAS,KIS_ZOLDEKPARJTA
66233,02_092_001,,107,LISTAS,FIDESZ
66233,02_092_001,,46,LISTAS,JOBBIK
66233,02_092_001,,26,LISTAS,OSSZEFOGAS14
66233,02_092_001,,3,LISTAS,KIS_MCP
66233,02_092_001,,2,LISTAS,LMP
66233,02_092_001,,1,LISTAS,KIS_NEMELADO
66233,02_092_001,,0,LISTAS,KIS_EGYUTT14
66233,02_092_001,,0,LISTAS,KIS_KISGAZDA
66233,02_092_001,,0,LISTAS,KIS_JESZ
66233,02_092_001,,0,LISTAS,KIS_KTI
66233,02_092_001,,0,LISTAS,KIS_MUNKAS
66233,02_092_001,,0,LISTAS,KIS_OSSZEFOGAS
66233,02_092_001,,0,LISTAS,KIS_SEM
66233,02_092_001,,0,LISTAS,KIS_SERES
66233,02_092_001,,0,LISTAS,KIS_SZOCDEM
66233,02_092_001,,0,LISTAS,KIS_UDP
66233,02_092_001,,0,LISTAS,KIS_UMP
66233,02_092_001,,0,LISTAS,KIS_ZOLDEKPARJTA
