JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
44349,01_009_037,677,407,407,0,2,405,EGYENI,,
44351,01_009_038,800,413,412,-1,1,411,EGYENI,,
44353,01_009_039,883,381,380,-1,6,374,EGYENI,,
44355,01_009_040,686,277,277,0,6,271,EGYENI,,
44357,01_009_041,676,499,499,0,5,494,EGYENI,,
44359,01_009_042,674,521,521,0,3,518,EGYENI,,
44361,01_009_043,676,531,530,-1,7,523,EGYENI,,
44363,01_009_044,595,441,441,0,3,438,EGYENI,,
44365,01_009_045,839,593,593,0,11,582,EGYENI,,
44367,01_009_046,763,557,556,-1,2,554,EGYENI,,
44369,01_009_047,705,562,562,0,3,559,EGYENI,,
44371,01_009_048,660,515,515,0,4,511,EGYENI,,
44373,01_009_049,870,671,670,-1,7,663,EGYENI,,
44375,01_009_050,819,625,621,-4,2,619,EGYENI,,
44377,01_009_051,818,617,617,0,3,614,EGYENI,,
44803,01_009_052,798,597,597,0,6,591,EGYENI,,
44805,01_009_053,726,566,566,0,7,559,EGYENI,,
44807,01_010_001,577,449,449,0,4,445,EGYENI,,
44809,01_010_002,603,468,468,0,2,466,EGYENI,,
44811,01_010_003,608,294,294,0,5,289,EGYENI,,
44813,01_010_004,623,349,348,-1,2,346,EGYENI,,
44815,01_010_005,590,360,360,0,4,356,EGYENI,,
44817,01_010_006,627,401,401,0,3,398,EGYENI,,
44819,01_010_007,612,439,439,0,11,428,EGYENI,,
44821,01_010_008,657,430,428,-2,1,427,EGYENI,,
44823,01_010_009,939,637,637,0,1,636,EGYENI,,
44825,01_010_010,606,404,404,0,2,402,EGYENI,,
44827,01_010_011,713,541,540,-1,2,538,EGYENI,,
44829,01_010_012,688,532,531,-1,1,530,EGYENI,,
44831,01_010_013,730,511,511,0,2,509,EGYENI,,
44833,01_010_014,660,438,437,-1,6,431,EGYENI,,
44835,01_010_015,747,469,469,0,2,467,EGYENI,,
44837,01_010_016,747,567,567,0,0,567,EGYENI,,
44839,01_010_017,706,515,515,0,3,512,EGYENI,,
44841,01_010_018,709,449,448,-1,5,443,EGYENI,,
44843,01_010_019,3037,2667,2654,-13,21,2633,EGYENI,,
44845,01_010_020,883,541,539,-2,4,535,EGYENI,,
44847,01_010_021,951,621,621,0,5,616,EGYENI,,
44849,01_010_022,769,582,582,0,2,580,EGYENI,,
44851,01_010_023,720,508,507,-1,8,499,EGYENI,,
44853,01_010_024,790,545,545,0,4,541,EGYENI,,
44855,01_010_025,576,425,425,0,3,422,EGYENI,,
44857,01_010_026,613,455,455,0,5,450,EGYENI,,
44859,01_010_027,798,544,544,0,4,540,EGYENI,,
44861,01_010_028,731,519,519,0,1,518,EGYENI,,
44863,01_010_029,798,579,578,-1,3,575,EGYENI,,
44865,01_010_030,671,462,464,2,19,445,EGYENI,,
44867,01_010_031,811,635,635,0,4,631,EGYENI,,
44869,01_010_032,856,728,728,0,5,723,EGYENI,,
44871,01_010_033,724,457,457,0,3,454,EGYENI,,
44873,01_010_034,795,501,501,0,4,497,EGYENI,,
44875,01_010_035,771,324,324,0,1,323,EGYENI,,
44877,01_010_036,808,592,588,-4,3,585,EGYENI,,
44879,01_010_037,866,558,558,0,2,556,EGYENI,,
44881,01_010_038,744,559,558,-1,3,555,EGYENI,,
44883,01_010_039,654,403,403,0,1,402,EGYENI,,
44885,01_010_040,641,431,431,0,3,428,EGYENI,,
44887,01_010_041,613,494,493,-1,5,488,EGYENI,,
44889,01_010_042,684,505,502,-3,1,501,EGYENI,,
44891,01_010_043,654,473,473,0,4,469,EGYENI,,
44893,01_010_044,648,492,492,0,1,491,EGYENI,,
44895,01_010_045,588,481,479,-2,6,473,EGYENI,,
44897,01_010_046,582,382,382,0,4,378,EGYENI,,
44899,01_010_047,638,387,386,-1,0,386,EGYENI,,
44901,01_010_048,718,386,386,0,0,386,EGYENI,,
44903,01_010_049,696,352,352,0,0,352,EGYENI,,
44905,01_010_050,794,435,435,0,3,432,EGYENI,,
44907,01_010_051,634,458,458,0,5,453,EGYENI,,
44909,01_010_052,649,503,503,0,0,503,EGYENI,,
44911,01_010_053,654,522,522,0,2,520,EGYENI,,
44913,01_010_054,675,534,532,-2,5,527,EGYENI,,
44915,01_010_055,707,519,519,0,11,508,EGYENI,,
44917,01_010_056,844,543,543,0,3,540,EGYENI,,
44919,01_010_057,810,562,562,0,2,560,EGYENI,,
44921,01_010_058,644,422,422,0,4,418,EGYENI,,
44923,01_010_059,586,402,402,0,5,397,EGYENI,,
44925,01_010_060,760,502,499,-3,5,494,EGYENI,,
44927,01_010_061,813,598,597,-1,2,595,EGYENI,,
44929,01_010_062,730,558,558,0,2,556,EGYENI,,
44931,01_010_063,829,594,589,-5,11,578,EGYENI,,
44933,01_010_064,760,554,553,-1,5,548,EGYENI,,
44935,01_010_065,765,530,528,-2,2,526,EGYENI,,
44937,01_010_066,785,536,536,0,4,532,EGYENI,,
44939,01_010_067,760,523,523,0,3,520,EGYENI,,
44941,01_010_068,679,521,521,0,0,521,EGYENI,,
44943,01_010_069,729,488,488,0,3,485,EGYENI,,
45363,01_010_070,932,645,645,0,2,643,EGYENI,,
45365,01_010_071,912,644,643,-1,6,637,EGYENI,,
45367,01_010_072,859,561,561,0,5,556,EGYENI,,
45369,01_010_073,879,581,581,0,5,576,EGYENI,,
45371,01_010_074,835,550,550,0,6,544,EGYENI,,
45373,01_010_075,620,486,486,0,3,483,EGYENI,,
45375,01_010_076,684,541,539,-2,8,531,EGYENI,,
45377,01_011_001,743,605,605,0,3,602,EGYENI,,
45379,01_011_002,850,701,700,-1,6,694,EGYENI,,
45381,01_011_003,734,619,619,0,4,615,EGYENI,,
45383,01_011_004,812,650,649,-1,4,645,EGYENI,,
45385,01_011_005,819,673,672,-1,5,667,EGYENI,,
45387,01_011_006,859,686,686,0,6,680,EGYENI,,
45389,01_011_007,786,604,603,-1,2,601,EGYENI,,
45391,01_011_008,681,559,559,0,4,555,EGYENI,,
45393,01_011_009,753,567,567,0,4,563,EGYENI,,
45395,01_011_010,747,585,585,0,6,579,EGYENI,,
45397,01_011_011,869,696,696,0,2,694,EGYENI,,
45399,01_011_012,872,690,689,-1,4,685,EGYENI,,
45401,01_011_013,754,597,597,0,2,595,EGYENI,,
45403,01_011_014,724,542,542,0,7,535,EGYENI,,
45405,01_011_015,671,540,540,0,4,536,EGYENI,,
45407,01_011_016,770,602,602,0,8,594,EGYENI,,
45409,01_011_017,791,618,618,0,3,615,EGYENI,,
45411,01_011_018,766,611,611,0,10,601,EGYENI,,
45413,01_011_019,900,691,690,-1,3,687,EGYENI,,
45415,01_011_020,791,594,593,-1,8,585,EGYENI,,
45417,01_011_021,783,626,627,1,10,617,EGYENI,,
45419,01_011_022,840,667,666,-1,3,663,EGYENI,,
45421,01_011_023,667,553,553,0,5,548,EGYENI,,
45423,01_011_024,841,693,693,0,8,685,EGYENI,,
45425,01_011_025,785,629,629,0,2,627,EGYENI,,
45427,01_011_026,794,640,637,-3,5,632,EGYENI,,
45429,01_011_027,891,724,724,0,9,715,EGYENI,,
45431,01_011_028,798,633,633,0,5,628,EGYENI,,
45433,01_011_029,828,638,637,-1,0,637,EGYENI,,
45435,01_011_030,855,650,650,0,5,645,EGYENI,,
45437,01_011_031,846,652,650,-2,7,643,EGYENI,,
45439,01_011_032,790,638,638,0,1,637,EGYENI,,
45441,01_011_033,841,653,648,-5,4,644,EGYENI,,
45443,01_011_034,625,490,489,-1,3,486,EGYENI,,
45445,01_011_035,839,566,566,0,2,564,EGYENI,,
45447,01_011_036,1025,773,773,0,6,767,EGYENI,,
45449,01_011_037,838,663,663,0,2,661,EGYENI,,
45451,01_011_038,764,649,649,0,3,646,EGYENI,,
45453,01_011_039,903,758,753,-5,8,745,EGYENI,,
45455,01_011_040,861,714,714,0,4,710,EGYENI,,
45457,01_011_041,772,641,641,0,2,639,EGYENI,,
45459,01_011_042,936,809,809,0,3,806,EGYENI,,
45461,01_011_043,963,829,829,0,6,823,EGYENI,,
45463,01_011_044,865,752,751,-1,1,750,EGYENI,,
45465,01_011_045,832,719,718,-1,5,713,EGYENI,,
45467,01_011_046,886,773,772,-1,2,770,EGYENI,,
45469,01_011_047,1076,959,957,-2,7,950,EGYENI,,
45471,01_011_048,933,822,822,0,3,819,EGYENI,,
45473,01_011_049,994,841,841,0,3,838,EGYENI,,
45475,01_011_050,880,684,683,-1,6,677,EGYENI,,
45477,01_011_051,903,703,703,0,3,700,EGYENI,,
45479,01_011_052,755,634,632,-2,4,628,EGYENI,,
45481,01_011_053,826,693,693,0,5,688,EGYENI,,
45483,01_011_054,807,663,663,0,1,662,EGYENI,,
45485,01_011_055,896,739,737,-2,7,730,EGYENI,,
45487,01_011_056,837,709,709,0,5,704,EGYENI,,
45489,01_011_057,782,650,647,-3,4,643,EGYENI,,
45491,01_011_058,722,571,571,0,1,570,EGYENI,,
45493,01_011_059,1307,1066,1062,-4,7,1055,EGYENI,,
45495,01_011_060,989,778,778,0,4,774,EGYENI,,
45497,01_011_061,1096,952,951,-1,3,948,EGYENI,,
45499,01_011_062,865,721,718,-3,5,713,EGYENI,,
45923,01_011_063,707,593,593,0,3,590,EGYENI,,
45925,01_011_064,957,787,783,-4,6,777,EGYENI,,
45927,01_011_065,3861,3498,3448,-50,27,3421,EGYENI,,
45929,01_011_066,767,589,589,0,5,584,EGYENI,,
45931,01_011_067,910,715,712,-3,4,708,EGYENI,,
45933,01_011_068,809,596,596,0,8,588,EGYENI,,
45935,01_011_069,900,669,668,-1,1,667,EGYENI,,
45937,01_011_070,750,508,508,0,5,503,EGYENI,,
45939,01_011_071,825,628,626,-2,5,621,EGYENI,,
45941,01_011_072,953,801,801,0,4,797,EGYENI,,
45943,01_011_073,760,518,518,0,4,514,EGYENI,,
45945,01_011_074,694,532,532,0,12,520,EGYENI,,
45947,01_011_075,730,550,550,0,7,543,EGYENI,,
45949,01_011_076,787,630,627,-3,3,624,EGYENI,,
45951,01_011_077,789,624,624,0,0,624,EGYENI,,
45953,01_011_078,716,549,549,0,6,543,EGYENI,,
45955,01_011_079,727,555,551,-4,10,541,EGYENI,,
45957,01_011_080,665,517,517,0,4,513,EGYENI,,
45959,01_011_081,910,736,735,-1,3,732,EGYENI,,
45961,01_011_082,1102,846,846,0,4,842,EGYENI,,
45963,01_011_083,1017,695,695,0,4,691,EGYENI,,
45965,01_011_084,947,796,796,0,7,789,EGYENI,,
45967,01_011_085,1071,839,838,-1,10,828,EGYENI,,
45969,01_011_086,1289,1029,1023,-6,5,1018,EGYENI,,
45971,01_011_087,839,624,623,-1,8,615,EGYENI,,
45973,01_011_088,1145,897,897,0,5,892,EGYENI,,
45975,01_011_089,917,715,715,0,5,710,EGYENI,,
45977,01_011_090,727,549,548,-1,6,542,EGYENI,,
45979,01_011_091,789,636,636,0,2,634,EGYENI,,
45981,01_011_092,878,649,649,0,2,647,EGYENI,,
45983,01_011_093,725,535,535,0,5,530,EGYENI,,
45985,01_011_094,958,713,710,-3,5,705,EGYENI,,
45987,01_011_095,676,517,517,0,2,515,EGYENI,,
45989,01_011_096,821,645,645,0,6,639,EGYENI,,
45991,01_011_097,788,588,582,-6,8,574,EGYENI,,
45993,01_011_098,799,609,609,0,4,605,EGYENI,,
45995,01_011_099,589,408,408,0,3,405,EGYENI,,
45997,01_011_100,749,556,556,0,5,551,EGYENI,,
45999,01_011_101,618,481,480,-1,4,476,EGYENI,,
46001,01_011_102,661,571,571,0,5,566,EGYENI,,
46003,01_011_103,866,653,652,-1,6,646,EGYENI,,
46005,01_011_104,1034,881,880,-1,4,876,EGYENI,,
46007,01_011_105,1043,822,822,0,9,813,EGYENI,,
46009,01_011_106,969,721,721,0,11,710,EGYENI,,
46011,01_011_107,828,620,620,0,3,617,EGYENI,,
46013,01_011_108,728,545,545,0,7,538,EGYENI,,
46015,01_011_109,784,678,676,-2,8,668,EGYENI,,
46017,01_011_110,713,559,557,-2,5,552,EGYENI,,
46019,01_011_111,827,692,692,0,1,691,EGYENI,,
46021,01_011_112,844,721,718,-3,2,716,EGYENI,,
46023,01_011_113,816,689,688,-1,7,681,EGYENI,,
46025,01_011_114,952,793,793,0,8,785,EGYENI,,
46027,01_011_115,982,827,827,0,8,819,EGYENI,,
46029,01_011_116,833,704,703,-1,5,698,EGYENI,,
46031,01_011_117,1093,881,881,0,4,877,EGYENI,,
46033,01_011_118,1094,619,611,-8,13,598,EGYENI,,
46035,01_012_001,690,567,567,0,2,565,EGYENI,,
46037,01_012_002,668,520,520,0,9,511,EGYENI,,
46039,01_012_003,508,376,376,0,1,375,EGYENI,,
46041,01_012_004,742,601,601,0,1,600,EGYENI,,
46043,01_012_005,625,469,469,0,6,463,EGYENI,,
46045,01_012_006,4221,3855,3838,-17,22,3816,EGYENI,,
46047,01_012_007,770,612,612,0,7,605,EGYENI,,
46049,01_012_008,839,682,682,0,8,674,EGYENI,,
46051,01_012_009,862,724,721,-3,3,718,EGYENI,,
46053,01_012_010,950,791,789,-2,4,785,EGYENI,,
46055,01_012_011,796,656,655,-1,11,644,EGYENI,,
46057,01_012_012,906,749,743,-6,6,737,EGYENI,,
46059,01_012_013,607,515,515,0,1,514,EGYENI,,
46475,01_012_014,640,494,492,-2,4,488,EGYENI,,
46477,01_012_015,699,580,580,0,3,577,EGYENI,,
46479,01_012_016,664,557,554,-3,1,553,EGYENI,,
46481,01_012_017,919,696,696,0,8,688,EGYENI,,
46483,01_012_018,866,703,697,-6,5,692,EGYENI,,
46485,01_012_019,798,660,657,-3,5,652,EGYENI,,
46487,01_012_020,739,612,612,0,6,606,EGYENI,,
46489,01_012_021,740,583,582,-1,6,576,EGYENI,,
46491,01_012_022,499,426,426,0,1,425,EGYENI,,
46493,01_012_023,683,504,502,-2,3,499,EGYENI,,
46495,01_012_024,589,484,485,1,9,476,EGYENI,,
46497,01_012_025,765,634,634,0,8,626,EGYENI,,
46499,01_012_026,682,581,581,0,3,578,EGYENI,,
46501,01_012_027,692,594,594,0,4,590,EGYENI,,
46503,01_012_028,982,772,772,0,3,769,EGYENI,,
46505,01_012_029,693,575,573,-2,10,563,EGYENI,,
46507,01_012_030,901,762,760,-2,15,745,EGYENI,,
46509,01_012_031,710,557,557,0,5,552,EGYENI,,
46511,01_012_032,816,688,686,-2,9,677,EGYENI,,
46513,01_012_033,930,717,715,-2,11,704,EGYENI,,
46515,01_012_034,834,702,701,-1,8,693,EGYENI,,
46517,01_012_035,864,733,731,-2,4,727,EGYENI,,
46519,01_012_036,699,599,596,-3,4,592,EGYENI,,
46521,01_012_037,714,605,605,0,8,597,EGYENI,,
46523,01_012_038,915,776,776,0,6,770,EGYENI,,
46525,01_012_039,939,779,769,-10,8,761,EGYENI,,
46527,01_012_040,743,645,645,0,1,644,EGYENI,,
46529,01_012_041,583,462,462,0,6,456,EGYENI,,
46531,01_012_042,840,718,717,-1,6,711,EGYENI,,
46533,01_012_043,882,723,721,-2,10,711,EGYENI,,
46535,01_012_044,971,792,792,0,7,785,EGYENI,,
46537,01_012_045,609,484,484,0,3,481,EGYENI,,
46539,01_012_046,944,760,759,-1,3,756,EGYENI,,
46541,01_012_047,997,824,824,0,5,819,EGYENI,,
46543,01_012_048,858,657,654,-3,6,648,EGYENI,,
46545,01_012_049,828,680,680,0,6,674,EGYENI,,
46547,01_012_050,753,624,625,1,11,614,EGYENI,,
46549,01_012_051,579,471,471,0,5,466,EGYENI,,
46551,01_012_052,915,755,754,-1,3,751,EGYENI,,
46553,01_012_053,877,708,707,-1,8,699,EGYENI,,
46555,01_012_054,715,560,559,-1,6,553,EGYENI,,
46557,01_012_055,725,596,596,0,6,590,EGYENI,,
46559,01_013_001,1085,763,758,-5,5,753,EGYENI,,
46561,01_013_002,937,678,677,-1,4,673,EGYENI,,
46563,01_013_003,999,770,768,-2,6,762,EGYENI,,
46565,01_013_004,911,716,716,0,4,712,EGYENI,,
46567,01_013_005,934,760,758,-2,4,754,EGYENI,,
46569,01_013_006,1164,888,885,-3,6,879,EGYENI,,
46571,01_013_007,1022,750,735,-15,2,733,EGYENI,,
46573,01_013_008,1068,803,802,-1,1,801,EGYENI,,
46575,01_013_009,1087,863,862,-1,6,856,EGYENI,,
46577,01_013_010,1017,801,801,0,2,799,EGYENI,,
46579,01_013_011,758,622,621,-1,4,617,EGYENI,,
46581,01_013_012,940,711,711,0,6,705,EGYENI,,
46583,01_013_013,981,739,739,0,2,737,EGYENI,,
46585,01_013_014,1057,801,796,-5,8,788,EGYENI,,
46587,01_013_015,1039,829,824,-5,5,819,EGYENI,,
46589,01_013_016,843,680,679,-1,1,678,EGYENI,,
46591,01_013_017,1111,918,916,-2,2,914,EGYENI,,
46593,01_013_018,1041,820,819,-1,5,814,EGYENI,,
46595,01_013_019,1142,909,907,-2,6,901,EGYENI,,
46597,01_013_020,1193,860,859,-1,4,855,EGYENI,,
47009,01_013_021,1169,912,911,-1,5,906,EGYENI,,
47011,01_013_022,1226,904,904,0,7,897,EGYENI,,
47013,01_013_023,1056,816,804,-12,4,800,EGYENI,,
47015,01_013_024,1183,867,864,-3,6,858,EGYENI,,
47017,01_013_025,771,588,587,-1,5,582,EGYENI,,
47019,01_013_026,1000,626,624,-2,6,618,EGYENI,,
47021,01_013_027,955,579,578,-1,5,573,EGYENI,,
47023,01_013_028,893,698,698,0,10,688,EGYENI,,
47025,01_013_029,970,753,744,-9,3,741,EGYENI,,
47027,01_013_030,1015,796,795,-1,3,792,EGYENI,,
47029,01_013_031,956,757,757,0,6,751,EGYENI,,
47031,01_013_032,970,771,771,0,3,768,EGYENI,,
47033,01_013_033,1018,689,686,-3,8,678,EGYENI,,
47035,01_013_034,1122,541,541,0,3,538,EGYENI,,
47037,01_013_035,1207,938,938,0,5,933,EGYENI,,
47039,01_013_036,1044,747,746,-1,9,737,EGYENI,,
47041,01_013_037,1109,869,868,-1,7,861,EGYENI,,
47043,01_013_038,1042,758,758,0,4,754,EGYENI,,
47045,01_013_039,1067,831,831,0,3,828,EGYENI,,
47047,01_013_040,932,293,293,0,4,289,EGYENI,,
47049,01_013_041,975,636,636,0,6,630,EGYENI,,
47051,01_013_042,864,587,587,0,3,584,EGYENI,,
47053,01_013_043,732,392,391,-1,3,388,EGYENI,,
47055,01_013_044,980,759,755,-4,4,751,EGYENI,,
47057,01_013_045,1017,545,545,0,3,542,EGYENI,,
47059,01_013_046,960,519,519,0,6,513,EGYENI,,
47061,01_013_047,929,665,664,-1,1,663,EGYENI,,
47063,01_013_048,1114,774,774,0,0,774,EGYENI,,
47065,01_013_049,1056,715,711,-4,6,705,EGYENI,,
47067,01_013_050,1009,749,748,-1,9,739,EGYENI,,
47069,01_013_051,868,616,615,-1,3,612,EGYENI,,
47071,01_013_052,1009,624,624,0,6,618,EGYENI,,
47073,01_013_053,892,690,681,-9,2,679,EGYENI,,
47075,01_013_054,893,699,699,0,4,695,EGYENI,,
47077,01_013_055,885,651,651,0,6,645,EGYENI,,
47079,01_013_056,806,606,605,-1,3,602,EGYENI,,
47081,01_013_057,980,759,758,-1,3,755,EGYENI,,
47083,01_013_058,1046,709,709,0,4,705,EGYENI,,
47085,01_013_059,989,706,704,-2,2,702,EGYENI,,
47087,01_013_060,1077,831,831,0,4,827,EGYENI,,
47089,01_013_061,960,714,713,-1,6,707,EGYENI,,
47091,01_013_062,4411,3975,3960,-15,17,3943,EGYENI,,
47093,01_013_063,1226,895,895,0,8,887,EGYENI,,
47095,01_013_064,949,707,707,0,0,707,EGYENI,,
47097,01_013_065,846,618,614,-4,3,611,EGYENI,,
47099,01_013_066,886,708,708,0,3,705,EGYENI,,
47101,01_013_067,1141,929,929,0,8,921,EGYENI,,
47103,01_013_068,1175,923,921,-2,18,903,EGYENI,,
47105,01_013_069,1117,899,899,0,1,898,EGYENI,,
47107,01_013_070,861,629,628,-1,6,622,EGYENI,,
47109,01_013_071,1166,769,769,0,4,765,EGYENI,,
47111,01_013_072,761,572,571,-1,6,565,EGYENI,,
47113,01_013_073,1146,833,833,0,8,825,EGYENI,,
47115,01_013_074,1038,729,729,0,7,722,EGYENI,,
47117,01_013_075,716,534,534,0,11,523,EGYENI,,
47119,01_013_076,1191,611,611,0,6,605,EGYENI,,
47121,01_013_077,1072,865,865,0,4,861,EGYENI,,
47123,01_013_078,892,681,681,0,5,676,EGYENI,,
47125,01_013_079,1099,879,879,0,7,872,EGYENI,,
47127,01_013_080,866,633,633,0,5,628,EGYENI,,
47129,01_013_081,825,657,656,-1,5,651,EGYENI,,
47131,01_013_082,1212,942,940,-2,7,933,EGYENI,,
47553,01_013_083,1227,921,920,-1,4,916,EGYENI,,
47555,01_013_084,1076,786,786,0,4,782,EGYENI,,
47557,01_013_085,959,654,654,0,3,651,EGYENI,,
47559,01_013_086,713,503,503,0,2,501,EGYENI,,
47561,01_013_087,795,599,599,0,5,594,EGYENI,,
47563,01_014_001,1096,868,868,0,6,862,EGYENI,,
47565,01_014_002,1092,837,837,0,13,824,EGYENI,,
47567,01_014_003,1168,919,917,-2,12,905,EGYENI,,
47569,01_014_004,1106,873,873,0,7,866,EGYENI,,
47571,01_014_005,1109,843,843,0,2,841,EGYENI,,
47573,01_014_006,1103,813,812,-1,6,806,EGYENI,,
47575,01_014_007,1051,793,792,-1,1,791,EGYENI,,
47577,01_014_008,1125,843,843,0,4,839,EGYENI,,
47579,01_014_009,1187,832,831,-1,5,826,EGYENI,,
47581,01_014_010,1222,900,899,-1,9,890,EGYENI,,
47583,01_014_011,1145,840,840,0,6,834,EGYENI,,
47585,01_014_012,3907,3458,3442,-16,15,3427,EGYENI,,
47587,01_014_013,1194,900,899,-1,7,892,EGYENI,,
47589,01_014_014,1154,723,723,0,9,714,EGYENI,,
47591,01_014_015,1195,816,816,0,5,811,EGYENI,,
47593,01_014_016,1119,897,896,-1,6,890,EGYENI,,
47595,01_014_017,1095,836,833,-3,4,829,EGYENI,,
47597,01_014_018,1174,875,873,-2,3,870,EGYENI,,
47599,01_014_019,1144,914,919,5,37,882,EGYENI,,
47601,01_014_020,1175,927,928,1,12,916,EGYENI,,
47603,01_014_021,1093,846,844,-2,4,840,EGYENI,,
47605,01_014_022,1324,909,906,-3,10,896,EGYENI,,
47607,01_014_023,1295,632,633,1,11,622,EGYENI,,
47609,01_014_024,1196,883,879,-4,2,877,EGYENI,,
47611,01_014_025,1227,974,973,-1,4,969,EGYENI,,
47613,01_014_026,1149,888,887,-1,11,876,EGYENI,,
47615,01_014_027,1253,977,976,-1,6,970,EGYENI,,
47617,01_014_028,1163,843,842,-1,7,835,EGYENI,,
47619,01_014_029,1174,930,929,-1,4,925,EGYENI,,
47621,01_014_030,1175,898,896,-2,4,892,EGYENI,,
47623,01_014_031,1333,919,920,1,10,910,EGYENI,,
47625,01_014_032,1218,967,964,-3,7,957,EGYENI,,
47627,01_014_033,1331,1127,1127,0,6,1121,EGYENI,,
47629,01_014_034,1216,952,951,-1,6,945,EGYENI,,
47631,01_014_035,1244,1027,1026,-1,9,1017,EGYENI,,
47633,01_014_036,1119,951,949,-2,6,943,EGYENI,,
47635,01_014_037,993,804,804,0,2,802,EGYENI,,
47637,01_014_038,1331,1065,1063,-2,7,1056,EGYENI,,
47639,01_014_039,1194,966,966,0,13,953,EGYENI,,
47641,01_014_040,1310,1020,1012,-8,19,993,EGYENI,,
47643,01_014_041,1116,914,914,0,10,904,EGYENI,,
47645,01_014_042,1191,998,998,0,10,988,EGYENI,,
47647,01_014_043,1033,866,866,0,9,857,EGYENI,,
47649,01_014_044,1096,886,886,0,19,867,EGYENI,,
47651,01_014_045,1235,914,912,-2,6,906,EGYENI,,
47653,01_014_046,1199,945,943,-2,12,931,EGYENI,,
47655,01_014_047,1212,994,994,0,24,970,EGYENI,,
47657,01_014_048,1141,838,838,0,10,828,EGYENI,,
47659,01_014_049,1042,769,767,-2,6,761,EGYENI,,
47661,01_014_050,1106,800,800,0,3,797,EGYENI,,
47663,01_014_051,1145,850,850,0,1,849,EGYENI,,
47665,01_014_052,1080,784,778,-6,6,772,EGYENI,,
47667,01_014_053,1146,815,813,-2,7,806,EGYENI,,
47669,01_014_054,1169,844,834,-10,3,831,EGYENI,,
47671,01_014_055,1231,997,997,0,6,991,EGYENI,,
47673,01_014_056,1172,926,923,-3,3,920,EGYENI,,
48093,01_014_057,1113,889,888,-1,3,885,EGYENI,,
48095,01_014_058,1256,897,896,-1,6,890,EGYENI,,
48097,01_014_059,1197,914,914,0,5,909,EGYENI,,
48099,01_014_060,1224,965,963,-2,6,957,EGYENI,,
48101,01_014_061,1259,1062,1062,0,4,1058,EGYENI,,
48103,01_014_062,1199,994,994,0,11,983,EGYENI,,
48105,01_014_063,1098,932,925,-7,7,918,EGYENI,,
48107,01_014_064,1145,923,923,0,7,916,EGYENI,,
48109,01_014_065,1021,831,831,0,16,815,EGYENI,,
48111,01_014_066,1178,890,890,0,4,886,EGYENI,,
48113,01_014_067,1086,728,728,0,8,720,EGYENI,,
48115,01_014_068,1143,913,913,0,4,909,EGYENI,,
48117,01_014_069,1074,832,832,0,5,827,EGYENI,,
48119,01_014_070,1084,871,871,0,7,864,EGYENI,,
48121,01_014_071,1187,913,913,0,8,905,EGYENI,,
48123,01_014_072,1222,905,904,-1,5,899,EGYENI,,
48125,01_014_073,1332,1072,1069,-3,24,1045,EGYENI,,
48127,01_014_074,1213,895,894,-1,10,884,EGYENI,,
48129,01_014_075,1111,871,871,0,5,866,EGYENI,,
48131,01_015_001,827,662,662,0,1,661,EGYENI,,
48133,01_015_002,848,689,689,0,6,683,EGYENI,,
48135,01_015_003,1127,910,910,0,4,906,EGYENI,,
48137,01_015_004,918,694,694,0,3,691,EGYENI,,
48139,01_015_005,772,626,621,-5,4,617,EGYENI,,
48141,01_015_006,1097,853,852,-1,7,845,EGYENI,,
48143,01_015_007,784,603,602,-1,2,600,EGYENI,,
48145,01_015_008,767,597,597,0,1,596,EGYENI,,
48147,01_015_009,843,610,609,-1,5,604,EGYENI,,
48149,01_015_010,818,594,594,0,3,591,EGYENI,,
48151,01_015_011,819,605,605,0,5,600,EGYENI,,
48153,01_015_012,1105,762,762,0,8,754,EGYENI,,
48155,01_015_013,1191,793,793,0,4,789,EGYENI,,
48157,01_015_014,811,595,594,-1,2,592,EGYENI,,
48159,01_015_015,1079,585,584,-1,4,580,EGYENI,,
48161,01_015_016,1126,847,847,0,9,838,EGYENI,,
48163,01_015_017,766,573,569,-4,2,567,EGYENI,,
48165,01_015_018,782,569,569,0,4,565,EGYENI,,
48167,01_015_019,987,710,710,0,4,706,EGYENI,,
48169,01_015_020,1097,718,718,0,4,714,EGYENI,,
48171,01_015_021,1020,680,679,-1,1,678,EGYENI,,
48173,01_015_022,1074,806,806,0,4,802,EGYENI,,
48175,01_015_023,763,594,594,0,3,591,EGYENI,,
48177,01_015_024,981,749,748,-1,6,742,EGYENI,,
48179,01_015_025,943,766,766,0,8,758,EGYENI,,
48181,01_015_026,827,651,651,0,4,647,EGYENI,,
48183,01_015_027,901,703,703,0,5,698,EGYENI,,
48185,01_015_028,865,666,664,-2,3,661,EGYENI,,
48187,01_015_029,841,613,613,0,5,608,EGYENI,,
48189,01_015_030,701,549,549,0,2,547,EGYENI,,
48191,01_015_031,823,603,602,-1,2,600,EGYENI,,
48193,01_015_032,797,569,567,-2,2,565,EGYENI,,
48195,01_015_033,837,647,647,0,2,645,EGYENI,,
48197,01_015_034,689,570,569,-1,2,567,EGYENI,,
48199,01_015_035,1100,839,839,0,4,835,EGYENI,,
48201,01_015_036,851,657,656,-1,3,653,EGYENI,,
