JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
43492,03_107_002,1173,668,667,0,9,658,LISTAS,,
43493,03_108_001,967,560,560,0,9,551,LISTAS,,
43498,03_109_001,671,481,481,0,10,471,LISTAS,,
43500,03_109_002,703,448,448,0,5,443,LISTAS,,
43502,03_110_001,728,392,391,0,8,383,LISTAS,,
43504,03_110_002,677,397,397,0,5,392,LISTAS,,
43506,03_110_003,599,365,365,0,2,363,LISTAS,,
43508,03_110_004,636,373,373,0,1,372,LISTAS,,
43510,03_110_005,601,406,406,0,1,405,LISTAS,,
43512,03_110_006,648,418,418,0,1,417,LISTAS,,
43514,03_111_001,1180,775,775,0,6,769,LISTAS,,
43516,03_111_002,1249,894,894,0,12,882,LISTAS,,
43518,03_111_003,1239,956,954,0,1,953,LISTAS,,
43520,03_111_004,1249,814,814,0,12,802,LISTAS,,
43522,03_111_005,1177,757,757,0,10,747,LISTAS,,
43524,03_111_006,1181,759,759,0,5,754,LISTAS,,
43526,03_111_007,653,380,380,0,6,374,LISTAS,,
43528,03_111_008,391,230,230,0,2,228,LISTAS,,
43530,03_111_009,402,258,258,0,1,257,LISTAS,,
43532,03_111_010,321,142,142,0,0,142,LISTAS,,
43534,03_112_001,644,410,410,0,2,408,LISTAS,,
43536,03_113_001,586,333,333,0,11,322,LISTAS,,
43538,03_113_002,792,490,489,0,3,486,LISTAS,,
43540,03_113_003,726,412,412,0,2,410,LISTAS,,
43542,03_113_004,777,421,421,0,6,415,LISTAS,,
43544,03_113_005,781,360,360,0,4,356,LISTAS,,
43546,03_114_001,769,503,503,0,3,500,LISTAS,,
43548,03_115_001,172,114,114,0,0,114,LISTAS,,
43550,03_116_001,310,235,235,0,5,230,LISTAS,,
43552,03_117_001,896,579,579,0,5,574,LISTAS,,
43554,03_117_002,971,659,659,0,9,650,LISTAS,,
43556,03_117_003,859,563,563,0,2,561,LISTAS,,
43558,03_118_001,968,702,702,0,2,700,LISTAS,,
43560,03_118_002,842,547,547,0,9,538,LISTAS,,
43562,03_119_001,626,424,424,0,2,422,LISTAS,,
43577,04_001_001,706,432,432,0,13,419,LISTAS,,
43564,04_002_001,659,388,389,0,22,367,LISTAS,,
43566,04_002_002,662,401,402,0,20,382,LISTAS,,
43568,04_002_003,575,306,306,0,0,306,LISTAS,,
43570,04_002_004,833,477,477,0,11,466,LISTAS,,
43572,04_002_005,892,555,554,0,9,545,LISTAS,,
43574,04_002_006,805,450,450,0,4,446,LISTAS,,
43980,04_003_001,1094,694,694,0,7,687,LISTAS,,
43982,04_003_002,1027,606,606,0,23,583,LISTAS,,
43984,04_003_003,1036,758,757,0,4,753,LISTAS,,
43986,04_003_004,1044,778,778,0,1,777,LISTAS,,
43988,04_003_005,1050,740,740,0,7,733,LISTAS,,
43990,04_003_006,1119,804,804,0,9,795,LISTAS,,
43992,04_003_007,887,581,580,0,7,573,LISTAS,,
43994,04_003_008,886,631,632,0,9,623,LISTAS,,
43996,04_003_009,917,634,632,0,3,629,LISTAS,,
43998,04_003_010,977,555,555,0,15,540,LISTAS,,
44000,04_003_011,3413,2869,2860,-9,17,2843,LISTAS,,
44002,04_003_012,985,559,558,0,10,548,LISTAS,,
44004,04_003_013,877,573,573,0,6,567,LISTAS,,
44006,04_003_014,910,621,621,0,8,613,LISTAS,,
44008,04_003_015,862,548,548,0,5,543,LISTAS,,
44010,04_003_016,903,483,483,0,11,472,LISTAS,,
44012,04_004_001,620,421,420,0,5,415,LISTAS,,
44014,04_004_002,576,441,441,0,3,438,LISTAS,,
44016,04_004_003,590,437,436,0,1,435,LISTAS,,
44018,04_004_004,857,649,650,0,12,638,LISTAS,,
44020,04_004_005,844,685,685,0,1,684,LISTAS,,
44022,04_004_006,544,433,433,0,4,429,LISTAS,,
44024,04_004_007,795,590,590,0,2,588,LISTAS,,
44026,04_004_008,629,439,439,0,4,435,LISTAS,,
44028,04_004_009,865,663,662,0,35,627,LISTAS,,
44030,04_004_010,774,575,575,0,5,570,LISTAS,,
44032,04_004_011,919,716,715,0,5,710,LISTAS,,
44034,04_004_012,612,390,390,0,7,383,LISTAS,,
44036,04_004_013,480,351,351,0,3,348,LISTAS,,
44038,04_004_014,659,486,486,0,5,481,LISTAS,,
44040,04_004_015,758,599,599,0,3,596,LISTAS,,
44042,04_004_016,768,499,498,0,4,494,LISTAS,,
44044,04_004_017,823,585,585,0,5,580,LISTAS,,
44046,04_004_018,572,431,431,0,0,431,LISTAS,,
44048,04_004_019,919,679,679,0,11,668,LISTAS,,
44050,04_004_020,821,583,583,0,0,583,LISTAS,,
44052,04_004_021,693,516,516,0,6,510,LISTAS,,
44054,04_004_022,690,479,479,0,2,477,LISTAS,,
44056,04_004_023,686,436,436,0,3,433,LISTAS,,
44058,04_004_024,576,342,342,0,0,342,LISTAS,,
44060,04_004_025,490,335,335,0,3,332,LISTAS,,
44062,04_004_026,560,377,377,0,0,377,LISTAS,,
44064,04_004_027,701,473,473,0,1,472,LISTAS,,
44066,04_004_028,859,633,633,0,1,632,LISTAS,,
44068,04_004_029,805,571,572,0,4,568,LISTAS,,
44070,04_004_030,939,710,710,0,9,701,LISTAS,,
44072,04_004_031,607,431,431,0,7,424,LISTAS,,
44074,04_004_032,664,442,442,0,5,437,LISTAS,,
44076,04_004_033,653,471,470,0,4,466,LISTAS,,
44078,04_004_034,633,475,473,0,5,468,LISTAS,,
44080,04_004_035,783,527,527,0,15,512,LISTAS,,
44082,04_004_036,688,484,484,0,11,473,LISTAS,,
44084,04_004_037,645,444,444,0,6,438,LISTAS,,
44086,04_004_038,642,505,505,0,5,500,LISTAS,,
44088,04_004_039,736,486,486,0,1,485,LISTAS,,
44090,04_004_040,617,402,401,0,6,395,LISTAS,,
44092,04_004_041,992,665,665,0,1,664,LISTAS,,
44094,04_004_042,747,545,545,0,1,544,LISTAS,,
44096,04_004_043,552,446,446,0,1,445,LISTAS,,
44098,04_004_044,760,537,536,0,3,533,LISTAS,,
44100,04_004_045,560,371,371,0,1,370,LISTAS,,
44102,04_004_046,831,584,584,0,3,581,LISTAS,,
44104,04_004_047,923,644,642,0,12,630,LISTAS,,
44106,04_004_048,946,683,685,0,31,654,LISTAS,,
44108,04_004_049,798,543,543,0,10,533,LISTAS,,
44110,04_004_050,848,604,605,0,20,585,LISTAS,,
44112,04_004_051,928,661,660,0,6,654,LISTAS,,
44114,04_004_052,815,557,557,0,6,551,LISTAS,,
44526,04_004_053,541,425,424,0,1,423,LISTAS,,
44528,04_004_054,172,105,105,0,1,104,LISTAS,,
44530,04_004_055,230,132,132,0,2,130,LISTAS,,
44532,04_004_056,747,562,553,0,3,550,LISTAS,,
44534,04_004_057,829,604,603,0,1,602,LISTAS,,
44536,04_004_058,578,393,392,0,1,391,LISTAS,,
44538,04_004_059,604,399,399,0,1,398,LISTAS,,
44540,04_004_060,806,573,572,0,2,570,LISTAS,,
44542,04_004_061,3381,3015,3009,-6,14,2995,LISTAS,,
44544,04_004_062,1057,738,728,0,8,720,LISTAS,,
44546,04_004_063,609,463,462,0,3,459,LISTAS,,
44548,04_004_064,766,599,599,0,5,594,LISTAS,,
44550,04_004_065,572,444,444,0,1,443,LISTAS,,
44552,04_004_066,503,365,365,0,4,361,LISTAS,,
44554,04_004_067,747,473,473,0,6,467,LISTAS,,
44556,04_004_068,764,537,537,0,4,533,LISTAS,,
44558,04_005_001,597,388,388,0,3,385,LISTAS,,
44560,04_005_002,646,389,389,0,3,386,LISTAS,,
44562,04_005_003,656,373,373,0,5,368,LISTAS,,
44565,04_006_001,438,317,317,0,5,312,LISTAS,,
44563,04_006_002,414,288,289,0,15,274,LISTAS,,
44568,04_006_003,447,267,266,0,2,264,LISTAS,,
44570,04_006_004,455,337,337,0,3,334,LISTAS,,
44572,04_006_005,668,454,456,0,28,428,LISTAS,,
44574,04_006_006,507,335,335,0,1,334,LISTAS,,
44576,04_006_007,42,30,30,0,1,29,LISTAS,,
44578,04_007_001,801,562,561,0,13,548,LISTAS,,
44580,04_008_001,771,567,567,0,6,561,LISTAS,,
44582,04_009_001,890,536,536,0,5,531,LISTAS,,
44584,04_009_002,878,506,506,0,3,503,LISTAS,,
44586,04_010_001,668,478,478,0,8,470,LISTAS,,
44588,04_010_002,691,444,445,0,18,427,LISTAS,,
44590,04_010_003,97,57,57,0,2,55,LISTAS,,
44592,04_011_001,247,182,182,0,5,177,LISTAS,,
44594,04_012_001,988,628,628,0,5,623,LISTAS,,
44596,04_012_002,1069,645,645,0,4,641,LISTAS,,
44598,04_013_001,331,231,231,0,2,229,LISTAS,,
44600,04_014_001,819,530,530,0,6,524,LISTAS,,
44602,04_014_002,789,448,447,0,2,445,LISTAS,,
44604,04_014_003,841,490,490,0,6,484,LISTAS,,
44606,04_014_004,745,461,461,0,7,454,LISTAS,,
44608,04_014_005,796,514,514,0,3,511,LISTAS,,
44610,04_015_001,776,436,436,0,9,427,LISTAS,,
44612,04_015_002,754,456,456,0,4,452,LISTAS,,
44614,04_015_003,856,486,486,0,5,481,LISTAS,,
44616,04_015_004,653,429,429,0,2,427,LISTAS,,
44618,04_015_005,684,451,451,0,4,447,LISTAS,,
44620,04_015_006,695,436,436,0,7,429,LISTAS,,
44622,04_015_007,810,502,502,0,8,494,LISTAS,,
44624,04_015_008,806,467,466,0,3,463,LISTAS,,
44626,04_016_001,830,483,482,0,6,476,LISTAS,,
44628,04_016_002,612,420,420,0,3,417,LISTAS,,
44630,04_016_003,675,460,460,0,2,458,LISTAS,,
44632,04_016_004,604,414,414,0,8,406,LISTAS,,
44634,04_016_005,638,401,401,0,2,399,LISTAS,,
44636,04_017_001,657,423,423,0,5,418,LISTAS,,
44638,04_017_002,602,385,385,0,1,384,LISTAS,,
44640,04_017_003,437,257,257,0,7,250,LISTAS,,
44642,04_018_001,456,327,327,0,2,325,LISTAS,,
44644,04_019_001,463,262,262,0,4,258,LISTAS,,
44646,04_019_002,531,339,339,0,7,332,LISTAS,,
44648,04_020_001,483,300,300,0,4,296,LISTAS,,
44650,04_020_002,604,385,385,0,5,380,LISTAS,,
44652,04_020_003,651,395,395,0,4,391,LISTAS,,
44654,04_020_004,604,381,380,0,11,369,LISTAS,,
44656,04_020_005,663,403,403,0,4,399,LISTAS,,
44658,04_020_006,704,337,336,0,6,330,LISTAS,,
44660,04_021_001,856,577,577,0,1,576,LISTAS,,
44662,04_021_002,833,586,584,0,3,581,LISTAS,,
44664,04_021_003,883,540,540,0,10,530,LISTAS,,
44666,04_021_004,971,631,631,0,7,624,LISTAS,,
45090,04_021_005,976,639,639,0,5,634,LISTAS,,
45092,04_022_001,936,545,545,0,7,538,LISTAS,,
45094,04_022_002,972,667,667,0,3,664,LISTAS,,
45096,04_022_003,987,615,615,0,5,610,LISTAS,,
45098,04_023_001,554,384,384,0,0,384,LISTAS,,
45100,04_023_002,468,348,348,0,2,346,LISTAS,,
45102,04_024_001,579,326,326,0,1,325,LISTAS,,
45104,04_025_001,665,433,433,0,7,426,LISTAS,,
45106,04_025_002,699,468,465,0,4,461,LISTAS,,
45108,04_025_003,677,434,434,0,4,430,LISTAS,,
45110,04_025_004,720,462,460,0,11,449,LISTAS,,
45112,04_025_005,661,472,472,0,5,467,LISTAS,,
45114,04_025_006,684,453,453,0,2,451,LISTAS,,
45116,04_025_007,712,413,413,0,8,405,LISTAS,,
45118,04_025_008,640,357,357,0,7,350,LISTAS,,
45120,04_025_009,683,414,414,0,8,406,LISTAS,,
45122,04_025_010,572,400,400,0,5,395,LISTAS,,
45124,04_025_011,770,474,474,0,5,469,LISTAS,,
45126,04_025_012,702,428,428,0,11,417,LISTAS,,
45128,04_025_013,640,339,338,0,6,332,LISTAS,,
45130,04_025_014,589,347,347,0,4,343,LISTAS,,
45132,04_025_015,123,68,68,0,1,67,LISTAS,,
45134,04_025_016,784,478,478,0,4,474,LISTAS,,
45136,04_025_017,556,251,251,0,3,248,LISTAS,,
45138,04_026_001,1083,821,821,0,6,815,LISTAS,,
45140,04_026_002,1069,808,816,0,77,739,LISTAS,,
45142,04_026_003,740,322,316,0,4,312,LISTAS,,
45144,04_026_004,809,604,604,0,4,600,LISTAS,,
45146,04_026_005,794,536,536,0,6,530,LISTAS,,
45148,04_026_006,831,581,581,0,7,574,LISTAS,,
45150,04_026_007,1031,698,696,0,14,682,LISTAS,,
45152,04_026_008,933,692,692,0,4,688,LISTAS,,
45154,04_026_009,704,507,504,0,5,499,LISTAS,,
45156,04_026_010,775,579,579,0,9,570,LISTAS,,
45158,04_026_011,761,536,535,0,4,531,LISTAS,,
45160,04_026_012,733,476,476,0,4,472,LISTAS,,
45162,04_026_013,685,441,441,0,2,439,LISTAS,,
45164,04_026_014,1021,646,645,0,6,639,LISTAS,,
45166,04_026_015,785,580,579,0,10,569,LISTAS,,
45168,04_026_016,916,663,662,0,6,656,LISTAS,,
45170,04_026_017,724,470,470,0,6,464,LISTAS,,
45172,04_026_018,691,465,464,0,6,458,LISTAS,,
45174,04_026_019,1125,746,746,0,7,739,LISTAS,,
45176,04_026_020,747,548,547,0,0,547,LISTAS,,
45178,04_026_021,858,617,614,0,8,606,LISTAS,,
45180,04_026_022,843,585,585,0,2,583,LISTAS,,
45182,04_026_023,1027,732,732,0,8,724,LISTAS,,
45184,04_026_024,716,504,504,0,5,499,LISTAS,,
45186,04_026_025,913,703,702,0,4,698,LISTAS,,
45188,04_026_026,789,537,537,0,2,535,LISTAS,,
45190,04_026_027,616,425,424,0,0,424,LISTAS,,
45192,04_026_028,605,435,435,0,4,431,LISTAS,,
45194,04_026_029,661,462,462,0,7,455,LISTAS,,
45196,04_026_030,2729,2436,2417,-20,9,2408,LISTAS,,
45198,04_027_001,530,360,360,0,3,357,LISTAS,,
45200,04_028_001,478,354,354,0,2,352,LISTAS,,
45202,04_028_002,392,285,284,0,2,282,LISTAS,,
45204,04_029_001,494,327,326,0,2,324,LISTAS,,
45206,04_030_001,682,456,456,0,4,452,LISTAS,,
45208,04_031_001,671,441,441,0,4,437,LISTAS,,
45210,04_031_002,670,446,446,0,5,441,LISTAS,,
45212,04_031_003,121,71,71,0,2,69,LISTAS,,
45214,04_032_001,307,202,202,0,2,200,LISTAS,,
45216,04_033_001,751,435,435,0,13,422,LISTAS,,
45218,04_033_002,711,448,448,0,13,435,LISTAS,,
45220,04_034_001,739,478,475,0,3,472,LISTAS,,
45222,04_034_002,705,441,452,0,84,368,LISTAS,,
45224,04_034_003,808,476,474,0,6,468,LISTAS,,
45648,04_034_004,636,361,361,0,6,355,LISTAS,,
45650,04_035_001,764,604,604,0,8,596,LISTAS,,
45652,04_035_002,325,204,204,0,3,201,LISTAS,,
45654,04_036_001,393,233,233,0,3,230,LISTAS,,
45656,04_037_001,606,393,393,0,5,388,LISTAS,,
45658,04_037_002,622,436,439,0,33,406,LISTAS,,
45660,04_037_003,638,396,396,0,3,393,LISTAS,,
45662,04_037_004,575,371,370,0,5,365,LISTAS,,
45664,04_037_005,612,416,413,0,2,411,LISTAS,,
45666,04_037_006,574,406,404,0,3,401,LISTAS,,
45668,04_037_007,462,254,254,0,0,254,LISTAS,,
45670,04_038_001,808,526,526,0,4,522,LISTAS,,
45672,04_038_002,932,492,492,0,1,491,LISTAS,,
45674,04_038_003,881,568,568,0,5,563,LISTAS,,
45676,04_038_004,876,572,572,0,9,563,LISTAS,,
45678,04_039_001,495,301,301,0,5,296,LISTAS,,
45680,04_040_001,658,397,397,0,4,393,LISTAS,,
45682,04_040_002,672,446,446,0,4,442,LISTAS,,
45684,04_040_003,674,399,398,0,3,395,LISTAS,,
45686,04_041_001,396,234,234,0,3,231,LISTAS,,
45688,04_042_001,575,347,347,0,2,345,LISTAS,,
45690,04_042_002,621,362,361,0,4,357,LISTAS,,
45692,04_043_001,673,399,399,0,6,393,LISTAS,,
45694,04_043_002,643,390,390,0,4,386,LISTAS,,
45696,04_043_003,798,470,470,0,11,459,LISTAS,,
45698,04_044_001,789,526,526,0,11,515,LISTAS,,
45700,04_044_002,649,398,398,0,6,392,LISTAS,,
45702,04_045_001,603,393,392,0,5,387,LISTAS,,
45704,04_045_002,475,287,287,0,3,284,LISTAS,,
45706,04_045_003,574,342,342,0,6,336,LISTAS,,
45708,04_046_001,177,100,100,0,1,99,LISTAS,,
45710,04_047_001,528,347,347,0,9,338,LISTAS,,
45712,04_047_002,272,184,184,0,3,181,LISTAS,,
45714,04_048_001,956,644,644,0,26,618,LISTAS,,
45716,04_048_002,800,577,570,0,7,563,LISTAS,,
45718,04_048_003,824,587,587,0,7,580,LISTAS,,
45720,04_048_004,276,147,147,0,3,144,LISTAS,,
45722,04_049_001,1050,599,599,0,10,589,LISTAS,,
45724,04_049_002,989,657,657,0,10,647,LISTAS,,
45726,04_049_003,1026,736,735,0,10,725,LISTAS,,
45728,04_049_004,1011,648,648,0,4,644,LISTAS,,
45730,04_049_005,877,637,637,0,5,632,LISTAS,,
45732,04_049_006,1132,616,616,0,11,605,LISTAS,,
45734,04_049_007,1010,678,676,0,0,676,LISTAS,,
45736,04_049_008,962,631,630,0,4,626,LISTAS,,
45738,04_050_001,770,484,483,0,6,477,LISTAS,,
45740,04_050_002,82,59,59,0,1,58,LISTAS,,
45742,04_051_001,692,423,423,0,1,422,LISTAS,,
45744,04_051_002,585,389,389,0,1,388,LISTAS,,
45746,04_051_003,700,439,439,0,3,436,LISTAS,,
45748,04_051_004,714,554,554,0,9,545,LISTAS,,
45750,04_051_005,792,514,514,0,4,510,LISTAS,,
45752,04_051_006,722,401,401,0,6,395,LISTAS,,
45754,04_052_001,791,575,575,0,7,568,LISTAS,,
45756,04_052_002,920,650,652,0,27,625,LISTAS,,
45758,04_052_003,1018,685,685,0,12,673,LISTAS,,
45760,04_052_004,1053,704,704,0,7,697,LISTAS,,
45762,04_052_005,963,626,626,0,5,621,LISTAS,,
45764,04_053_001,842,541,540,0,9,531,LISTAS,,
45766,04_053_002,882,613,596,0,2,594,LISTAS,,
45768,04_054_001,484,310,310,0,3,307,LISTAS,,
45770,04_054_002,533,343,343,0,5,338,LISTAS,,
45772,04_055_001,1037,747,747,0,13,734,LISTAS,,
45774,04_056_001,357,223,223,0,4,219,LISTAS,,
45776,04_056_002,334,199,199,0,2,197,LISTAS,,
45778,04_056_003,373,239,239,0,1,238,LISTAS,,
45780,04_057_001,899,591,590,0,2,588,LISTAS,,
45782,04_057_002,1124,809,809,0,14,795,LISTAS,,
45784,04_057_003,946,676,676,0,6,670,LISTAS,,
45786,04_057_004,1119,769,768,0,8,760,LISTAS,,
46208,04_058_001,970,570,570,0,15,555,LISTAS,,
46210,04_058_002,933,579,579,0,5,574,LISTAS,,
46212,04_059_001,634,432,432,0,2,430,LISTAS,,
46214,04_059_002,663,458,458,0,1,457,LISTAS,,
46216,04_059_003,646,431,431,0,2,429,LISTAS,,
46218,04_059_004,783,490,490,0,0,490,LISTAS,,
46220,04_059_005,588,412,411,0,1,410,LISTAS,,
46222,04_059_006,853,593,593,0,5,588,LISTAS,,
46224,04_059_007,434,319,319,0,2,317,LISTAS,,
46226,04_059_008,522,395,395,0,0,395,LISTAS,,
46228,04_059_009,491,346,346,0,3,343,LISTAS,,
46230,04_059_010,759,548,548,0,2,546,LISTAS,,
46232,04_059_011,612,435,435,0,2,433,LISTAS,,
46234,04_059_012,671,457,457,0,1,456,LISTAS,,
46236,04_059_013,598,434,434,0,1,433,LISTAS,,
46238,04_059_014,574,386,386,0,2,384,LISTAS,,
46240,04_059_015,532,362,363,0,19,344,LISTAS,,
46242,04_059_016,2857,2526,2515,-11,12,2503,LISTAS,,
46244,04_059_017,652,441,441,0,1,440,LISTAS,,
46246,04_059_018,518,356,356,0,5,351,LISTAS,,
46248,04_059_019,710,529,528,0,2,526,LISTAS,,
46250,04_059_020,912,601,600,0,5,595,LISTAS,,
46252,04_059_021,699,488,489,0,15,474,LISTAS,,
46254,04_059_022,738,457,457,0,8,449,LISTAS,,
46256,04_059_023,1028,712,712,0,5,707,LISTAS,,
46258,04_059_024,950,699,699,0,6,693,LISTAS,,
46260,04_059_025,904,653,653,0,1,652,LISTAS,,
46262,04_059_026,829,567,562,0,6,556,LISTAS,,
46264,04_059_027,782,548,548,0,2,546,LISTAS,,
46266,04_059_028,359,251,251,0,1,250,LISTAS,,
46268,04_059_029,370,246,246,0,3,243,LISTAS,,
46270,04_059_030,852,536,536,0,6,530,LISTAS,,
46272,04_059_031,859,537,537,0,1,536,LISTAS,,
46274,04_059_032,621,392,392,0,12,380,LISTAS,,
46276,04_059_033,675,416,416,0,3,413,LISTAS,,
46278,04_059_034,165,91,91,0,3,88,LISTAS,,
46280,04_059_035,156,100,100,0,0,100,LISTAS,,
46282,04_059_036,648,434,434,0,4,430,LISTAS,,
46284,04_059_037,89,48,48,0,0,48,LISTAS,,
46286,04_060_001,304,202,202,0,2,200,LISTAS,,
46288,04_061_001,757,510,510,0,7,503,LISTAS,,
46290,04_061_002,563,335,335,0,3,332,LISTAS,,
46292,04_062_001,222,156,156,0,4,152,LISTAS,,
46294,04_062_002,65,37,36,0,2,34,LISTAS,,
46296,04_063_001,961,597,597,0,4,593,LISTAS,,
46298,04_063_002,990,612,611,0,5,606,LISTAS,,
46300,04_063_003,1016,571,571,0,7,564,LISTAS,,
46302,04_063_004,1030,663,663,0,5,658,LISTAS,,
46304,04_063_005,1020,481,481,0,7,474,LISTAS,,
46306,04_063_006,888,540,540,0,13,527,LISTAS,,
46308,04_063_007,1053,658,671,0,96,575,LISTAS,,
46310,04_063_008,906,522,521,0,12,509,LISTAS,,
46312,04_064_001,546,323,323,0,6,317,LISTAS,,
46314,04_064_002,551,369,369,0,3,366,LISTAS,,
46316,04_064_003,133,84,84,0,0,84,LISTAS,,
46318,04_064_004,57,38,38,0,1,37,LISTAS,,
46320,04_065_001,634,421,421,0,1,420,LISTAS,,
46322,04_065_002,764,537,537,0,9,528,LISTAS,,
46324,04_065_003,709,460,460,0,6,454,LISTAS,,
46326,04_066_001,813,574,574,0,8,566,LISTAS,,
46328,04_066_002,947,626,627,0,15,612,LISTAS,,
46330,04_066_003,750,517,522,0,46,476,LISTAS,,
46332,04_066_004,627,467,467,0,2,465,LISTAS,,
46334,04_066_005,757,580,580,0,4,576,LISTAS,,
46336,04_066_006,689,469,469,0,4,465,LISTAS,,
46338,04_066_007,632,385,391,0,58,333,LISTAS,,
46340,04_066_008,937,672,672,0,11,661,LISTAS,,
46342,04_066_009,225,136,136,0,2,134,LISTAS,,
46750,04_066_010,1084,846,846,0,5,841,LISTAS,,
46752,04_066_011,874,582,585,0,40,545,LISTAS,,
46754,04_066_012,889,622,621,0,2,619,LISTAS,,
46756,04_066_013,754,502,500,0,3,497,LISTAS,,
46758,04_066_014,856,586,584,0,16,568,LISTAS,,
46760,04_066_015,763,501,501,0,3,498,LISTAS,,
46762,04_066_016,243,133,133,0,4,129,LISTAS,,
46764,04_066_017,399,259,259,0,7,252,LISTAS,,
46766,04_066_018,477,289,289,0,2,287,LISTAS,,
46768,04_067_001,1005,664,663,0,8,655,LISTAS,,
46770,04_067_002,999,707,707,0,3,704,LISTAS,,
46772,04_067_003,948,634,634,0,4,630,LISTAS,,
46774,04_067_004,1036,731,730,0,6,724,LISTAS,,
46776,04_067_005,1018,685,685,0,13,672,LISTAS,,
46778,04_067_006,1046,721,721,0,6,715,LISTAS,,
46780,04_067_007,1115,618,617,0,10,607,LISTAS,,
46782,04_068_001,685,413,413,0,9,404,LISTAS,,
46784,04_069_001,576,429,428,0,2,426,LISTAS,,
46786,04_069_002,698,498,490,0,2,488,LISTAS,,
46788,04_070_001,472,332,332,0,2,330,LISTAS,,
46790,04_070_002,678,440,440,0,4,436,LISTAS,,
46792,04_070_003,512,363,363,0,6,357,LISTAS,,
46794,04_070_004,487,349,349,0,1,348,LISTAS,,
46796,04_070_005,522,314,314,0,7,307,LISTAS,,
46798,04_070_006,495,325,325,0,13,312,LISTAS,,
46800,04_070_007,742,529,529,0,5,524,LISTAS,,
46802,04_070_008,704,467,467,0,5,462,LISTAS,,
46804,04_070_009,65,46,46,0,1,45,LISTAS,,
46806,04_071_001,772,478,476,0,5,471,LISTAS,,
46808,04_071_002,620,420,420,0,3,417,LISTAS,,
46810,04_071_003,693,400,400,0,3,397,LISTAS,,
46812,04_071_004,741,513,513,0,4,509,LISTAS,,
46814,04_071_005,723,488,488,0,1,487,LISTAS,,
46816,04_071_006,604,366,366,0,5,361,LISTAS,,
46818,04_072_001,84,59,59,0,0,59,LISTAS,,
46820,04_073_001,945,584,584,0,9,575,LISTAS,,
46822,04_073_002,116,84,84,0,2,82,LISTAS,,
46824,04_074_001,682,403,403,0,2,401,LISTAS,,
46826,04_074_002,649,393,393,0,5,388,LISTAS,,
46828,04_074_003,694,450,442,0,3,439,LISTAS,,
46830,04_074_004,665,470,469,0,4,465,LISTAS,,
46832,04_074_005,952,491,491,0,7,484,LISTAS,,
46834,04_074_006,856,438,438,0,2,436,LISTAS,,
46836,04_074_007,864,393,393,0,2,391,LISTAS,,
46838,04_075_001,633,416,416,0,14,402,LISTAS,,
46840,04_075_002,601,381,381,0,8,373,LISTAS,,
46842,05_001_001,59,44,44,0,2,42,LISTAS,,
46844,05_002_001,418,291,291,0,7,284,LISTAS,,
46846,05_002_002,76,52,52,0,0,52,LISTAS,,
46848,05_003_001,75,55,55,0,0,55,LISTAS,,
46850,05_004_001,811,463,463,0,8,455,LISTAS,,
46852,05_004_002,836,499,499,0,9,490,LISTAS,,
46854,05_004_003,709,475,476,0,10,466,LISTAS,,
46856,05_005_001,105,52,52,0,5,47,LISTAS,,
46858,05_006_001,148,103,103,0,0,103,LISTAS,,
46860,05_007_001,163,111,111,0,1,110,LISTAS,,
46862,05_008_001,440,330,329,0,2,327,LISTAS,,
46864,05_009_001,608,357,357,0,4,353,LISTAS,,
46866,05_010_001,606,368,368,0,3,365,LISTAS,,
46868,05_011_001,239,172,172,0,3,169,LISTAS,,
46870,05_012_001,71,51,51,0,0,51,LISTAS,,
46872,05_013_001,152,115,115,0,2,113,LISTAS,,
46874,05_014_001,349,266,266,0,3,263,LISTAS,,
46876,05_015_001,103,70,70,0,0,70,LISTAS,,
46878,05_016_001,1083,633,633,0,1,632,LISTAS,,
46880,05_017_001,696,519,519,0,3,516,LISTAS,,
46882,05_017_002,726,530,530,0,2,528,LISTAS,,
46884,05_017_003,985,631,631,0,9,622,LISTAS,,
46886,05_017_004,816,591,591,0,4,587,LISTAS,,
46888,05_017_005,982,605,605,0,18,587,LISTAS,,
46890,05_018_001,68,52,52,0,0,52,LISTAS,,
47278,05_019_001,921,322,322,0,8,314,LISTAS,,
47280,05_019_002,847,399,399,0,4,395,LISTAS,,
47282,05_019_003,852,345,345,0,9,336,LISTAS,,
47284,05_020_001,837,581,581,0,9,572,LISTAS,,
47286,05_020_002,1081,844,844,0,8,836,LISTAS,,
47288,05_021_001,689,406,404,0,21,383,LISTAS,,
47290,05_021_002,667,378,378,0,2,376,LISTAS,,
47292,05_022_001,812,509,509,0,10,499,LISTAS,,
47294,05_023_001,546,337,337,0,16,321,LISTAS,,
47296,05_024_001,346,183,183,0,4,179,LISTAS,,
47298,05_025_001,142,118,118,0,1,117,LISTAS,,
47300,05_026_001,540,359,359,0,6,353,LISTAS,,
47302,05_026_002,579,379,379,0,1,378,LISTAS,,
47304,05_027_001,952,582,583,0,25,558,LISTAS,,
47306,05_028_001,28,23,23,0,0,23,LISTAS,,
47308,05_029_001,964,630,630,0,5,625,LISTAS,,
47310,05_029_002,996,725,724,0,3,721,LISTAS,,
