SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,SZEKHELY,SZH_KER,TELEPULES_SORSZAM,TELEPULES,OEVK26_options,OEVK26_isect,METSZET,OEVK26_or_type,OEVK26_or,OEVK26,MI,OEVK26_largest,URL
02_094_001,02,BARANYA,04,Szigetvár,,094,Hetvehely,02_04,02_04,32371149,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=094&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_095_001,02,BARANYA,03,Mohács,,095,Hidas,02_03,02_03,2771233,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=095&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_095_002,02,BARANYA,03,Mohács,,095,Hidas,02_03,02_03,2327948,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=095&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
02_096_001,02,BARANYA,03,Mohács,,096,Himesháza,02_03,02_03,359319,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=096&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_096_002,02,BARANYA,03,Mohács,,096,Himesháza,02_03,02_03,582895,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=096&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
02_097_001,02,BARANYA,04,Szigetvár,,097,Hirics,02_04,02_04,22095079,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=097&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_098_001,02,BARANYA,04,Szigetvár,,098,Hobol,02_04,02_04,547414,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=098&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_098_002,02,BARANYA,04,Szigetvár,,098,Hobol,02_04,02_04,47333,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=098&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
02_099_001,02,BARANYA,03,Mohács,,099,Homorúd,02_03,02_03,67960085,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=099&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_100_001,02,BARANYA,04,Szigetvár,,100,Horváthertelend,02_04,02_04,8160141,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=100&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_101_001,02,BARANYA,03,Mohács,,101,Hosszúhetény,02_03,02_03,3801578,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=101&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_101_002,02,BARANYA,03,Mohács,,101,Hosszúhetény,02_03,02_03,574754,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=101&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
02_101_003,02,BARANYA,03,Mohács,,101,Hosszúhetény,02_03,02_03,803633,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=101&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
02_102_001,02,BARANYA,04,Szigetvár,,102,Husztót,02_04,02_04,10233697,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=102&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_103_001,02,BARANYA,04,Szigetvár,,103,Ibafa,02_04,02_04,44499749,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=103&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_104_001,02,BARANYA,03,Mohács,,104,Illocska,02_03,02_03,22960278,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=104&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_105_001,02,BARANYA,04,Szigetvár,,105,Ipacsfa,02_04,02_04,9105644,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=105&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_106_001,02,BARANYA,03,Mohács,,106,Ivánbattyán,02_03,02_03,9281021,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=106&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_107_001,02,BARANYA,03,Mohács,,107,Ivándárda,02_03,02_03,11622775,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=107&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_108_001,02,BARANYA,04,Szigetvár,,108,Kacsóta,02_04,02_04,14409927,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=108&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_109_001,02,BARANYA,04,Szigetvár,,109,Katádfa,02_04,02_04,6738087,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=109&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_110_001,02,BARANYA,04,Szigetvár,,110,Kákics,02_04,02_04,22430782,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=110&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_111_001,02,BARANYA,03,Mohács,,111,Kárász,02_03,02_03,12221709,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=111&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_112_001,02,BARANYA,03,Mohács,,112,Kásád,02_03,02_03,20089701,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=112&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_113_001,02,BARANYA,03,Mohács,,113,Kátoly,02_03,02_02|02_03,151|13229522,,,02_03,0|1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=113&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_114_001,02,BARANYA,04,Szigetvár,,114,Kemse,02_04,02_04,13489024,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=114&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_115_001,02,BARANYA,01,Pécs,,115,Keszü,02_01,02_01|02_04,11081071|243,,,02_01,1|0,02_01,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=115&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_116_001,02,BARANYA,03,Mohács,,116,Kékesd,02_03,02_03,12345507,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=116&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_117_001,02,BARANYA,04,Szigetvár,,117,Kémes,02_04,02_04,10420272,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=117&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_118_001,02,BARANYA,04,Szigetvár,,118,Kétújfalu,02_04,02_04,24658038,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=118&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_119_001,02,BARANYA,04,Szigetvár,,119,Királyegyháza,02_04,02_04,34656615,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=119&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_120_001,02,BARANYA,04,Szigetvár,,120,Kisasszonyfa,02_04,02_04,13333642,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=120&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_121_001,02,BARANYA,04,Szigetvár,,121,Kisbeszterce,02_04,02_04,11362029,,,02_04,1,02_04,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=121&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
02_122_001,02,BARANYA,03,Mohács,,122,Kisbudmér,02_03,02_03,8670060,,,02_03,1,02_03,https://www.valasztas.hu/szavazokori-eredmenyek?p_p_id=ogyszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_tabId=tab2&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=122&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod2=02&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vlId=244&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_vltId=556&_ogyszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
