SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,TELEPULES_SORSZAM,TELEPULES,SZAVKORCIM,AKADALYMENTES,ATJELENTKEZOK,OEVK26_options,OEVK26_isect,METSZET,MI,OEVK26_largest,OEVK26,URL
01_002_014,01,BUDAPEST,04,002,Budapest II. kerület,Fillér utca 70-76. (Fillér Ált. Isk.),Nem,Nem,01_04,01_04,286096,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=014
01_002_015,01,BUDAPEST,04,002,Budapest II. kerület,Fillér u. 70-76. (Fillér Ált. Isk.),Nem,Nem,01_04,01_04,356226,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=015
01_002_016,01,BUDAPEST,04,002,Budapest II. kerület,Törökvész út 18. (Kézmûv. Óvoda),Igen,Nem,01_04,01_04,392315,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=016
01_002_017,01,BUDAPEST,04,002,Budapest II. kerület,Pitypang u. 17. (Ált. Isk.),Nem,Nem,01_04,01_04,98412,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=017
01_002_018,01,BUDAPEST,04,002,Budapest II. kerület,Törökvész út 67. (Ált. Isk.),Nem,Nem,01_04,01_04,390859,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=018
01_002_019,01,BUDAPEST,04,002,Budapest II. kerület,Törökvész út 48-54. (Móricz Zs. Gimn.),Nem,Nem,01_04,01_04,442403,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=019
01_002_020,01,BUDAPEST,04,002,Budapest II. kerület,Fenyves u. 1. (Ált. Isk.),Nem,Nem,01_04,01_04,383034,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=020
01_002_021,01,BUDAPEST,04,002,Budapest II. kerület,Hûvösvölgyi út 12/B. (Bölcsõde),Igen,Nem,01_04,01_04,255384,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=021
01_002_022,01,BUDAPEST,04,002,Budapest II. kerület,Törökvész út 48-54. (Móricz Zs. Gimn.),Nem,Nem,01_04,01_04,428258,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=022
01_002_023,01,BUDAPEST,04,002,Budapest II. kerület,Pitypang u. 17. (Óvoda),Igen,Nem,01_04,01_04,412959,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=023
01_002_024,01,BUDAPEST,04,002,Budapest II. kerület,Pitypang u. 17. (Óvoda),Igen,Nem,01_04,01_04,630234,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=024
01_002_025,01,BUDAPEST,04,002,Budapest II. kerület,Pitypang u. 17. (Ált. Isk.),Nem,Nem,01_04,01_04,10600781,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=025
01_002_026,01,BUDAPEST,04,002,Budapest II. kerület,Törökvész út 67. (Ált. Isk.),Nem,Nem,01_04,01_04,310618,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=026
01_002_027,01,BUDAPEST,04,002,Budapest II. kerület,Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.),Nem,Nem,01_04,01_04,424754,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=027
01_002_028,01,BUDAPEST,04,002,Budapest II. kerület,Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.),Nem,Nem,01_04,01_04,276671,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=028
01_002_029,01,BUDAPEST,04,002,Budapest II. kerület,Hûvösvölgyi út 12/B. (Bölcsõde),Igen,Nem,01_04,01_04,133225,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=029
01_002_030,01,BUDAPEST,04,002,Budapest II. kerület,Hûvösvölgyi út 12/B. (Bölcsõde),Igen,Nem,01_04,01_04,238659,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=030
01_002_031,01,BUDAPEST,04,002,Budapest II. kerület,Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.),Nem,Nem,01_04,01_04,537307,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=031
01_002_032,01,BUDAPEST,04,002,Budapest II. kerület,Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.),Nem,Nem,01_04,01_04,507733,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=032
01_002_033,01,BUDAPEST,04,002,Budapest II. kerület,Völgy u. 1-3. (Óvoda),Igen,Nem,01_04,01_04,1066385,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=033
01_002_034,01,BUDAPEST,04,002,Budapest II. kerület,Völgy u. 1-3. (Óvoda),Igen,Nem,01_04,01_04,558408,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=034
01_002_035,01,BUDAPEST,04,002,Budapest II. kerület,Máriaremetei út 71. (Ált. Isk.),Igen,Nem,01_04,01_04,578992,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=035
01_002_036,01,BUDAPEST,04,002,Budapest II. kerület,Kossuth L. u. 15-17. (Ált. Isk.),Nem,Nem,01_04,01_04,585251,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=036
01_002_037,01,BUDAPEST,04,002,Budapest II. kerület,Kossuth L. u. 15-17.  (Ált. Isk.),Nem,Nem,01_04,01_04,920477,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=037
01_002_038,01,BUDAPEST,04,002,Budapest II. kerület,Kossuth L. u. 15-17. (Ált. Isk.),Nem,Nem,01_04,01_04,819103,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=038
01_002_039,01,BUDAPEST,04,002,Budapest II. kerület,Templom u. 2-10. (Klebelsberg K. Mûv. Közp.),Igen,Nem,01_04,01_04,637710,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=039
01_002_040,01,BUDAPEST,04,002,Budapest II. kerület,Templom u. 2-10. (Klebelsberg K. Mûv. Közp.),Igen,Nem,01_04,01_04,537950,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=040
01_002_041,01,BUDAPEST,04,002,Budapest II. kerület,Templom u. 2-10.  (Klebelsberg K. Mûv. Közp.),Igen,Nem,01_04,01_04,673502,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=041
01_002_042,01,BUDAPEST,04,002,Budapest II. kerület,Máriaremetei út 185. (Óvoda),Nem,Nem,01_04,01_04,899757,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=042
01_002_043,01,BUDAPEST,04,002,Budapest II. kerület,Hímes u. 3. (Cserkészház),Igen,Nem,01_04,01_04,558824,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=043
01_002_044,01,BUDAPEST,04,002,Budapest II. kerület,Szabadság út 23. (Klebelsberg K. Ált. I. és Gimn.),Igen,Nem,01_04,01_04,471068,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=044
01_002_045,01,BUDAPEST,04,002,Budapest II. kerület,Máriaremetei út 185. (Óvoda),Nem,Nem,01_04,01_04,676471,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=045
01_002_046,01,BUDAPEST,04,002,Budapest II. kerület,Szabadság út 23. (Klebelsberg K. Ált. I. és Gimn.),Igen,Nem,01_04,01_04,540866,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=046
01_002_047,01,BUDAPEST,04,002,Budapest II. kerület,Máriaremetei út 185. (Óvoda),Nem,Nem,01_04,01_04,739871,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=047
01_002_048,01,BUDAPEST,04,002,Budapest II. kerület,Máriaremetei út 71. (Ált. Isk.),Igen,Nem,01_04,01_04,765882,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=048
01_002_049,01,BUDAPEST,04,002,Budapest II. kerület,Kútföldi út 1. (Közösségi Ház),Igen,Nem,01_04,01_04,849736,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=049
01_002_050,01,BUDAPEST,03,002,Budapest II. kerület,Labanc u. 2. (Óvoda),Igen,Nem,01_04,01_03|01_04,7984|1019107,0|1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=050
01_002_051,01,BUDAPEST,03,002,Budapest II. kerület,Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.),Nem,Nem,01_04,01_04,207482,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=051
01_002_052,01,BUDAPEST,03,002,Budapest II. kerület,Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.),Nem,Nem,01_04,01_04,232589,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=052
01_002_053,01,BUDAPEST,03,002,Budapest II. kerület,Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.),Nem,Nem,01_04,01_04,196990,1,01_04,01_04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=002&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=01&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=053
