SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,TELEPULES_SORSZAM,TELEPULES,SZAVKORCIM,AKADALYMENTES,ATJELENTKEZOK,OEVK26_options,OEVK26_isect,METSZET,MI,OEVK26_largest,OEVK26,URL
15_010_002,15,SOMOGY,04,010,Balatonföldvár,Kõröshegyi út 1.  (Közösségi Ház),Igen,Nem,15-04,15_04,1339898,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=010&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_011_001,15,SOMOGY,03,011,Balatonkeresztúr,Iskola utca 6. (Sportcsarnok),Igen,Nem,15-03,15_03,1924331,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=011&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_011_002,15,SOMOGY,03,011,Balatonkeresztúr,Iskola utca 6. (Sportcsarnok),Igen,Igen,15-03,15_03,3380581,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=011&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_012_001,15,SOMOGY,03,012,Balatonlelle,Petõfi utca 2. (Polgármesteri Hivatal),Nem,Nem,15-03,15_03,4566819,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=012&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_012_002,15,SOMOGY,03,012,Balatonlelle,Petõfi utca 1. (Általános Iskola),Igen,Igen,15-03,15_03,871333,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=012&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_012_003,15,SOMOGY,03,012,Balatonlelle,Kossuth Lajos utca 2. (Mûv. Ház és Könyvtár),Igen,Nem,15-03,15_03,2538036,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=012&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
15_012_004,15,SOMOGY,03,012,Balatonlelle,Szövetség utca 76.  (Óvoda),Igen,Nem,15-03,15_03,588924,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=012&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=004
15_012_005,15,SOMOGY,03,012,Balatonlelle,Vágóhíd utca 2. (Se Klubház),Igen,Nem,15-03,15_03,2582212,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=012&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=005
15_013_001,15,SOMOGY,03,013,Balatonmáriafürdõ,Ady Endre utca 52. (Községháza),Igen,Igen,15-03,15_03,41193003,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=013&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_014_001,15,SOMOGY,04,014,Balatonõszöd,Mártírok  útja 2. (Mûvelõdési Ház),Igen,Igen,15-04,15_04,23157233,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=014&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_015_001,15,SOMOGY,04,015,Balatonszabadi,Vak Bottyán u. 102. (Polgármesteri Hivatal),Igen,Igen,15-04,15_04,2053751,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=015&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_015_002,15,SOMOGY,04,015,Balatonszabadi,Vak Bottyán u. 133. (Mûvelõdési Ház),Igen,Nem,15-04,15_04,784051,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=015&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_015_003,15,SOMOGY,04,015,Balatonszabadi,Kossuth L. u. 61. (Kossuth Kör),Igen,Nem,15-04,15_04,1603546,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=015&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
15_015_004,15,SOMOGY,04,015,Balatonszabadi,Vak Bottyán utca 133. (Mûvelõdési Ház),Igen,Nem,15-04,15_04,374978,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=015&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=004
15_016_001,15,SOMOGY,04,016,Balatonszárszó,Hõsök tere 1. (Községháza),Igen,Igen,15-04,15_04,3399412,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=016&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_016_002,15,SOMOGY,04,016,Balatonszárszó,Szóládi utca 20. (Mûvelõdési Ház),Igen,Nem,15-04,15_04,2071384,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=016&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_017_001,15,SOMOGY,04,017,Balatonszemes,Gárdonyi utca 1. (Reich K. Ált. és Zeneisk.),Igen,Igen,15-04,15_04,1628258,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=017&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_017_002,15,SOMOGY,04,017,Balatonszemes,Szabadság utca 1. (Latinovits Z. Mûv. Ház),Igen,Nem,15-04,15_03|15_04,1|5064630,0|1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=017&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_018_001,15,SOMOGY,03,018,Balatonszentgyörgy,Berzsenyi Dániel utca 91. (Polgármesteri Hivatal),Igen,Igen,15-03,15_03,615097,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=018&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_018_002,15,SOMOGY,03,018,Balatonszentgyörgy,Csillagvár utca 2. (Mûvelõdési otthon),Igen,Nem,15-03,15_03,3306292,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=018&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_019_001,15,SOMOGY,03,019,Balatonújlak,Templom utca 3. (Önkormányzat),Igen,Igen,15-03,15_03,16538939,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=019&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_020_001,15,SOMOGY,02,020,Barcs,Kossuth L. utca 2. (Deák F. Tagiskola),Igen,Nem,15-02,15_02,2286602,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_020_002,15,SOMOGY,02,020,Barcs,Bajcsy-Zs. utca 9. (Móricz Zs. Mûvelõdési Központ),Igen,Igen,15-02,15_02,840673,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_020_003,15,SOMOGY,02,020,Barcs,Barátság utca 9-11. (Szakmunkásképzõ Iskola),Igen,Nem,15-02,15_02,78951,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
15_020_004,15,SOMOGY,02,020,Barcs,Szent László utca 13. (Dráva Völgye Középiskola),Igen,Nem,15-02,15_02,785997,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=004
15_020_005,15,SOMOGY,02,020,Barcs,Tavasz utca 3. (Gimnázium),Igen,Nem,15-02,15_02,242371,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=005
15_020_006,15,SOMOGY,02,020,Barcs,Szent István utca 2. (VII. Sz. Tagóvoda),Nem,Nem,15-02,15_02,421143,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=006
15_020_007,15,SOMOGY,02,020,Barcs,Bem utca 11. (volt pálfalui iskola),Nem,Nem,15-02,15_02,1847359,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=007
15_020_008,15,SOMOGY,02,020,Barcs,Bimbó utca 6. (DRV Üzemvezetõség),Nem,Nem,15-02,15_02,1835885,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=008
15_020_009,15,SOMOGY,02,020,Barcs,Antal Terézia utca 2. (Faluház),Nem,Nem,15-02,15_02,1050973,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=009
15_020_010,15,SOMOGY,02,020,Barcs,Tarnócai utca  6. (Faluház),Nem,Nem,15-02,15_02,157764,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=020&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=010
15_021_001,15,SOMOGY,04,021,Baté,Fõ u. 11. (Óvoda tornaterem),Igen,Igen,15-04,15_01|15_04,340|15711663,0|1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=021&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_022_001,15,SOMOGY,04,022,Bábonymegyer,Dózsa György u. 50. (Polgármesteri Hivatal),Igen,Igen,15-04,15_04,33639941,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=022&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_023_001,15,SOMOGY,04,023,Bálványos,Kossuth u. 68. (Kultúrház),Igen,Igen,15-04,15_04,36337976,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=023&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_024_001,15,SOMOGY,02,024,Bárdudvarnok,Csokonai utca 9. (Községháza),Igen,Igen,15-02,15_01|15_02,724|73766443,0|1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=024&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_025_001,15,SOMOGY,04,025,Bedegkér,Rákóczi utca 147. (Önkormányzati Hivatal),Igen,Igen,15-04,15_04,39819121,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=025&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_026_001,15,SOMOGY,02,026,Beleg,Kossuth utca 96.. (Közösségi ház),Igen,Igen,15-02,15_02,27310082,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=026&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_027_001,15,SOMOGY,02,027,Berzence,Szabadság tér 2.  (Mûvelõdési Ház),Igen,Igen,15-02,15_02,1022507,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=027&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_027_002,15,SOMOGY,02,027,Berzence,Szabadság tér 2.  (Mûvelõdési Ház),Nem,Nem,15-02,15_02,1376213,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=027&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_028_001,15,SOMOGY,02,028,Bélavár,Bajcsy-Zs. u.18. (Mûvelõdési Ház),Igen,Igen,15-02,15_02,34758793,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=028&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
